Gene	logFC	logCPM	PValue	FDR
Cdh24	-0.254407625	2.401691347	0.028002334	0.222404158
Ube2ql1	0.105700871	6.453333051	0.028007266	0.222404158
Ccdc138	-0.136800839	4.25412263	0.028088396	0.222923024
Slc13a4	-0.28221302	2.294354808	0.028241289	0.223955723
Rragb	-0.105345746	5.523452749	0.028272862	0.223955723
Tex26	0.381352704	0.125906818	0.0282789	0.223955723
Sacs	0.102316666	7.696146434	0.028281964	0.223955723
Zfp276	-0.119588238	5.124587418	0.028386032	0.224653804
Tgfbi	0.232241615	1.81471908	0.028490077	0.22535092
Gpr137	-0.15543937	4.053721685	0.028510119	0.22537904
Prr5	-0.178823682	3.457712648	0.028527215	0.22537904
Trim39	0.110181679	4.948816477	0.02854152	0.22537904
Zfp9	-0.125079562	3.995777	0.028585708	0.225591483
Akr7a5	-0.157752194	3.010759003	0.028608443	0.225591483
Cnpy3	-0.126666022	4.005392033	0.028616357	0.225591483
Phyh	0.136656521	4.05772278	0.028763309	0.226567063
Ptprq	-0.308696079	0.515209235	0.028783636	0.226567063
Lpcat4	-0.126513181	4.741375658	0.028793465	0.226567063
Arhgap4	0.257257503	1.686217425	0.028818204	0.226567063
Rffl	0.140436515	5.494620496	0.028820345	0.226567063
Trpv2	-0.136563663	3.922870292	0.028881264	0.226724061
Sorcs3	0.190849878	8.480087887	0.028891348	0.226724061
Dtl	0.221520757	2.13093631	0.028897652	0.226724061
2900026A02Rik	-0.087963538	6.009405452	0.028904548	0.226724061
Abcd1	-0.126836435	3.974792169	0.028926299	0.226768693
Elac2	-0.091098523	4.4986594	0.028978553	0.227052273
A730017L22Rik	-0.127500748	5.330205642	0.029001301	0.227104475
Wwp1	0.105667669	6.990478686	0.029086384	0.227527114
Lrrtm2	0.153925373	5.702019297	0.029087502	0.227527114
Man2a2	0.114820337	6.648547868	0.029223804	0.228444626
N4bp3	-0.182851416	2.93785485	0.029237158	0.228444626
Cdkn1b	0.166234206	4.452873694	0.029290256	0.228732923
Maged2	-0.179604022	3.131855902	0.029329851	0.228915517
Kit	0.087082503	5.205162901	0.029387472	0.229238521
Slc26a10	-0.283514658	1.374864067	0.029440368	0.229524325
Fnbp1	0.116414292	7.863679054	0.029499579	0.229791469
Arhgap1	-0.097754518	5.132042299	0.029507184	0.229791469
Camta1	0.117175252	8.740587367	0.029534287	0.229854101
Mturn	0.167319918	5.858638832	0.029547786	0.229854101
Cmpk1	0.089478199	5.526051786	0.029619656	0.230111133
Glcci1	0.098621335	7.273099057	0.029633732	0.230111133
Vopp1	-0.093167505	6.600618239	0.029635516	0.230111133
Prkch	0.202740021	5.319233619	0.029674014	0.230111133
Rab5a	0.103117281	5.923548965	0.029675724	0.230111133
Sumo1	0.083198229	5.561240228	0.029678616	0.230111133
Scaf11	0.092380095	6.185017104	0.02970359	0.230178368
A930002C04Rik	0.368023162	0.369705792	0.029757585	0.230470293
G3bp1	0.080167571	6.020539532	0.029836571	0.230955343
Dok4	-0.174181002	2.722651984	0.029870299	0.231089731
Nova2	-0.095741412	6.335994481	0.029887862	0.231098973
Pcolce	-0.354326091	0.608311856	0.029924515	0.231255737
Zdbf2	0.159670503	6.195304623	0.029954137	0.231358017
Gcnt2	0.10063377	5.246877629	0.030008275	0.231594459
Iqck	0.155195579	3.807980176	0.030017555	0.231594459
Ect2	-0.234216533	1.197162387	0.030065366	0.231836649
Ccdc64	-0.122456847	6.829309605	0.030137328	0.232127901
Elovl5	0.091412238	6.119757185	0.030151544	0.232127901
Ifih1	0.214631156	2.980886848	0.030152459	0.232127901
Pi4k2b	-0.155398128	2.709197236	0.03018529	0.232209058
Mlh1	0.10554475	4.566052317	0.030195894	0.232209058
Zfp316	0.112155777	4.680353449	0.030276147	0.232699466
Anks3	-0.088805567	6.052458806	0.030366343	0.233261922
Ube2s	-0.21099808	2.11759294	0.0303959	0.233261922
Lcat	-0.201338101	2.233666246	0.030398891	0.233261922
Tctn3	-0.092407258	4.792145276	0.030447418	0.233447134
Nupr1l	0.314316783	0.416072697	0.030456096	0.233447134
A330009N23Rik	0.276596943	1.179445781	0.030561821	0.234130415
Katnal1	0.086107017	6.024350979	0.030650506	0.234631247
Slc44a5	-0.157859412	6.22624294	0.030660433	0.234631247
Chl1	-0.096859591	7.878940971	0.030680609	0.234651568
Tmem132c	0.160132117	4.17731095	0.030696327	0.234651568
Thop1	-0.120100406	3.638919204	0.030718241	0.234692018
Zfp442	-0.128529757	4.094581836	0.030759632	0.234881148
Ccdc82	0.088497706	5.935793775	0.030825129	0.235254052
Uqcc1	0.100168613	5.369611879	0.030844751	0.235276631
Fam212b	-0.104496843	6.049222905	0.030887468	0.235475248
Islr	0.253680393	2.168560565	0.031085733	0.236858858
Bhlhe41	0.148758754	5.082412865	0.031151804	0.237130461
9530062K07Rik	0.186411927	2.435136132	0.031154969	0.237130461
Cfap69	-0.119000005	5.900668839	0.031216378	0.237469849
Zbtb14	0.129058807	3.495140481	0.031251706	0.237610572
Cd274	0.334957415	0.909321405	0.031375216	0.238421244
Pcbp3	0.339985516	7.289360188	0.031409386	0.238552515
C130060K24Rik	-0.319869406	0.463609544	0.031529071	0.239332768
Hhip	-0.148895586	3.887465511	0.031554647	0.239350275
Il10rb	0.176882326	2.784784334	0.031565282	0.239350275
Slc4a10	0.116897582	9.236467454	0.031584499	0.239352737
Smc1a	0.089833854	4.888280325	0.031599511	0.239352737
Scg3	-0.115419852	5.88681451	0.031627706	0.239381164
Phyhipl	0.089456426	6.534700966	0.031637173	0.239381164
Lpin1	0.084548434	5.698634505	0.031802736	0.240431898
Etv6	0.126446576	7.131405936	0.031810099	0.240431898
9630001P10Rik	-0.218054907	1.678965429	0.03183201	0.240468779
Xpr1	0.086637885	7.511629802	0.031901289	0.240863263
Gstz1	-0.098425483	5.349272161	0.031978304	0.241180377
Hdac6	-0.129099409	4.079194935	0.031981552	0.241180377
Fxyd5	-0.188942843	1.887960769	0.031994535	0.241180377
Pih1d1	-0.172416044	2.442781646	0.032087465	0.241751824
Stat4	0.235983757	1.901600457	0.032135807	0.241795209
Cldn34c1	-0.185291638	1.904511077	0.032136956	0.241795209
Zfp704	0.100899582	7.51033628	0.032155531	0.241795209
1810014B01Rik	0.288311482	1.21784227	0.032161726	0.241795209
Gse1	0.09877504	6.796647376	0.032186642	0.241822908
Cyb561d1	-0.141375282	3.822441224	0.032199665	0.241822908
1600020E01Rik	0.118350554	4.606772426	0.032282868	0.242291139
Sparcl1	0.141444554	8.233665153	0.032296333	0.242291139
Tpd52	0.108723645	6.280064769	0.032349544	0.242561453
Fgf1	0.143630548	4.643807805	0.032414446	0.242919091
Zfp940	-0.143212887	3.192699446	0.03247265	0.24322618
Lrrc7	-0.150020296	10.67694452	0.032517903	0.243435984
Stat5b	0.101030486	5.362705527	0.032580825	0.243708099
Fcgr3	-0.262682628	1.469516066	0.032588773	0.243708099
Ddx25	0.146490556	3.605004288	0.032663603	0.243839322
Rad21l	-0.348813339	0.267286275	0.032670133	0.243839322
Wdr76	0.181472378	2.608471629	0.032672201	0.243839322
Fbxl15	-0.214758926	2.619999861	0.032675402	0.243839322
Zfp668	-0.099914801	4.549908738	0.032720711	0.24404845
Lins1	-0.116701213	3.837248524	0.032757727	0.244126299
Bbc3	-0.22660999	1.620181348	0.032778608	0.244126299
Rasgrp3	0.148099243	5.048719043	0.03278302	0.244126299
Slc39a10	0.108053256	7.773498491	0.032861186	0.244159995
Add3	0.096262199	7.352153954	0.032865146	0.244159995
Dlg1	0.109875385	9.035626916	0.032866377	0.244159995
Slc35d2	0.265483661	0.970648489	0.032880641	0.244159995
Ipmk	0.101201261	5.205001088	0.032890171	0.244159995
A630023P12Rik	-0.324489406	0.605179628	0.032891303	0.244159995
Vtn	-0.190586903	4.809764476	0.032915824	0.244213621
Ppic	-0.335442597	0.771441406	0.03303226	0.244866235
Vmn2r85	-0.217756489	3.021010527	0.033045026	0.244866235
Rnf215	-0.136788872	3.875519778	0.033055814	0.244866235
Agbl5	-0.154013143	3.005350552	0.033097811	0.245048761
Dennd2a	0.126507053	5.557076207	0.033257742	0.246103802
ND4	-0.34728148	4.125583446	0.033313584	0.246311113
Sec24a	-0.093858272	6.143910218	0.03334145	0.246311113
Zfp638	0.091037341	8.360070214	0.033350742	0.246311113
Col5a2	-0.209130079	2.83871832	0.033355539	0.246311113
Parp6	-0.090828409	5.937446362	0.033413493	0.246610093
Dusp22	0.104547242	5.87988705	0.033445544	0.246717678
Stk38l	0.098581891	5.905556454	0.033517915	0.247122425
Eci1	0.168838343	2.70979783	0.033543177	0.247179599
Tmc7	-0.10557123	5.204768966	0.033562146	0.24719037
Armc9	-0.109835182	6.656344076	0.033587566	0.247248612
Aldh3b1	-0.291622992	0.876873058	0.033653077	0.247601772
Galnt12	-0.214520322	1.79012824	0.033707299	0.24787154
Chdh	0.221426031	3.454857829	0.033748651	0.248008821
Cfap74	-0.121569851	3.875490612	0.033761099	0.248008821
Asb5	0.31302428	1.326534602	0.033816527	0.248286817
Mlph	-0.265204918	1.17678246	0.033851207	0.248412265
Matn4	-0.202695668	2.709972963	0.033942004	0.248949171
Ptger3	-0.145039913	2.930899792	0.033969637	0.249022485
Slc25a1	-0.156760467	2.882205375	0.03400771	0.249172218
Zfp931	-0.151555044	3.30333766	0.034057427	0.249407057
Nr1h2	0.179849972	3.545950191	0.034093477	0.249541632
Mrpl47	0.135366454	3.225723125	0.034153378	0.249850541
Adrb1	0.179759553	3.925972674	0.03421136	0.249994397
Myl4	-0.204422995	1.997265703	0.03422	0.249994397
Rit1	-0.10978578	4.107890209	0.034240864	0.249994397
Ddo	0.168684972	3.834784399	0.034243867	0.249994397
Alg8	-0.111756128	3.732677817	0.034329142	0.250487417
Eme2	-0.158697614	3.023315875	0.034375911	0.250699118
Rdm1	-0.274142933	1.246086772	0.034526377	0.251395442
Vat1	-0.174906989	3.515319785	0.034552517	0.251395442
Map3k15	0.226077641	1.847578217	0.034568399	0.251395442
Rtkn2	-0.144028045	3.209368017	0.034574543	0.251395442
Selo	0.106821437	4.473450347	0.03458589	0.251395442
Fam81a	0.091337923	5.99691196	0.034586404	0.251395442
Lingo2	-0.157148329	10.70613184	0.03459603	0.251395442
Dtx4	-0.126762746	6.004859387	0.034644462	0.251617882
Pcdh11x	-0.11781971	7.414060875	0.034689006	0.251811862
Crocc	-0.129308856	4.891102669	0.034718592	0.251897123
Ddx11	-0.300570253	0.921922199	0.034781153	0.252160443
Trove2	0.106841138	6.150221306	0.034790604	0.252160443
Rassf4	0.19091624	3.059327615	0.034911927	0.252909956
Rasgrp2	-0.11162862	3.961346312	0.034964771	0.253162874
Atp5sl	0.138569749	3.172051895	0.035004441	0.253219514
Sema6c	-0.149041374	3.305293611	0.035008463	0.253219514
1700012D14Rik	0.166265409	2.714273226	0.03503428	0.253276496
Bahcc1	-0.097019945	4.666216593	0.035064632	0.253366193
Apc2	-0.098056543	6.354695361	0.035140952	0.253787779
Rac3	-0.289165486	1.36319655	0.035174067	0.253897062
Csk	-0.111346947	4.492574913	0.03519463	0.253915675
Haus4	0.302780944	0.440886048	0.035248102	0.254054571
Tjp2	0.122053705	5.656983483	0.035249869	0.254054571
Etnppl	0.296610417	4.253039163	0.035301345	0.254295761
C1qtnf1	-0.294763444	1.184446985	0.03540525	0.254914187
Exoc3l4	0.354195778	0.212437044	0.035515432	0.255577158
Itpka	-0.14862811	5.689687393	0.035577071	0.255890301
Islr2	-0.141866367	4.619760323	0.035644515	0.256244863
Fryl	0.098594475	7.737173406	0.035724485	0.256689057
Mef2d	-0.089199259	7.161472929	0.035800929	0.257107485
9330020H09Rik	0.231260592	1.663584425	0.035878123	0.257530865
Tm9sf2	0.08250464	6.671882573	0.035946431	0.257890072
Hunk	0.117206617	5.317122172	0.036049907	0.25840048
Naa60	-0.088233882	5.528726153	0.036054178	0.25840048
Urb1	-0.09755826	5.203841402	0.036103813	0.258624929
Mpp7	0.116246216	5.612009879	0.036387369	0.260407335
Sh3rf3	-0.15873448	7.993978902	0.036389523	0.260407335
D430020J02Rik	0.263092847	0.8400107	0.036452169	0.260723493
Vmn2r86	-0.239066863	2.213809219	0.036595397	0.261475196
Pdgfc	-0.138119499	6.157182542	0.036600006	0.261475196
Ppm1b	0.086130163	6.932638568	0.036612824	0.261475196
Gli1	0.390858468	0.862342006	0.036643206	0.261559868
Chn2	0.145757943	6.659107101	0.036667251	0.261599252
Btf3l4	0.131418407	4.916584845	0.036721695	0.261833496
Zfp566	-0.154402835	2.574091112	0.036738045	0.261833496
Fbxo10	-0.091866389	5.483934578	0.036755718	0.261833496
Smim20	0.111839529	4.431710299	0.03685017	0.262373951
Lin7b	-0.153772405	3.734023011	0.036926646	0.262672498
Zkscan16	0.103768948	5.184612945	0.036929309	0.262672498
Sox9	0.207310514	3.895072766	0.036999705	0.262920768
Lgr6	0.678753101	3.792080036	0.037001457	0.262920768
Tm6sf2	-0.336481778	0.976984682	0.03705434	0.263164098
Micu1	0.102846907	7.060126113	0.037080682	0.26321839
March1	-0.14245471	9.253868624	0.03709927	0.26321839
Mblac1	0.279378608	0.960450932	0.037137448	0.263282404
Pcdh8	0.421435123	4.429846303	0.037145587	0.263282404
Cacng3	-0.15596221	7.039130476	0.037214145	0.263635981
Cldn14	-0.254011488	2.020898922	0.037406697	0.264867179
Sertad1	0.324143173	1.64227279	0.037472622	0.265200977
Sat2	-0.230260524	1.427771669	0.037555534	0.265654604
Nudt9	0.135994901	3.883235777	0.037659232	0.266254728
Tln2	-0.103547248	7.634461312	0.037689496	0.266335333
Derl1	0.092827852	5.612068232	0.037743554	0.266516497
C130074G19Rik	0.16492425	3.629291956	0.037752886	0.266516497
Cd82	0.153154307	4.173493214	0.037776995	0.266553419
Rxrg	-0.16015667	3.937306779	0.037889917	0.267142792
Glis1	0.186936539	3.560108166	0.037898365	0.267142792
Rab43	-0.08856493	4.685778166	0.037970088	0.267499142
Gm8787	-0.254544178	1.256411798	0.037986811	0.267499142
Fgd6	0.104569741	5.469784067	0.038010892	0.267535289
Atmin	0.135478193	5.333338065	0.038101454	0.26796145
Gnb5	0.110334508	6.233867364	0.038109398	0.26796145
Ndnf	0.20348364	3.947409751	0.038173175	0.268150571
Sesn3	-0.120677653	7.133856866	0.038202396	0.268150571
Cse1l	0.087926653	5.780077647	0.038208893	0.268150571
Zbtb4	0.10140631	6.401850479	0.038225649	0.268150571
Rasl11b	0.196381637	3.846806848	0.038231543	0.268150571
Prdm15	-0.105629252	5.915193328	0.038266126	0.268150571
Ppp1r16b	0.107361802	8.032852396	0.03826924	0.268150571
Cd320	-0.127291538	3.444808617	0.038320771	0.268217131
Psma4	-0.115732827	4.08653546	0.038349384	0.268217131
Gli2	0.17471307	5.173417983	0.03835585	0.268217131
5430402O13Rik	0.157555574	4.00503142	0.038358814	0.268217131
Rpf1	0.0983805	4.112828899	0.038373724	0.268217131
Cluh	-0.087151749	5.648440842	0.038412225	0.268245476
Bcl7c	-0.285125729	0.433877032	0.038415919	0.268245476
Fam3c	0.098135156	5.465431673	0.038442224	0.268245476
C1qc	-0.247234954	1.336662868	0.038453775	0.268245476
Fbxo25	-0.082876595	5.440053225	0.038487201	0.26834607
Pithd1	0.11250677	4.275914818	0.038521752	0.268354259
Supt20	-0.104966058	5.369601733	0.038526389	0.268354259
Ano6	0.113201781	6.95658947	0.038573201	0.26842948
Ccdc53	0.135361235	4.490512921	0.038607941	0.26842948
Spink10	-0.127307107	5.170151929	0.03861299	0.26842948
Lnx2	0.157279853	4.309289365	0.038613236	0.26842948
Tes	0.25754069	1.132113604	0.038658625	0.268612759
Gmppa	-0.159637062	2.926768112	0.038722255	0.268922536
Gm1976	-0.109153288	7.030571482	0.03874942	0.268978892
3110040N11Rik	0.180489658	2.364130175	0.038805004	0.269232358
Kcnk6	-0.239296228	1.62053545	0.038839857	0.269341815
Arhgap5	0.100111786	7.664631926	0.038950065	0.269973478
Mrpl48	0.105498053	5.069039411	0.038982132	0.270063159
C030023E24Rik	0.192826562	5.168911487	0.03904853	0.270327087
Cacng5	0.330360346	4.472581086	0.039058521	0.270327087
Macf1	-0.082789381	9.959591181	0.039093102	0.270433861
Trhr	-0.198975818	2.905340942	0.039146965	0.270673851
Sox7	0.255006516	0.926613319	0.03925906	0.271275022
Nphs1	-0.319862766	0.333188885	0.039272338	0.271275022
Tlr7	-0.267197833	2.684610363	0.039327076	0.271301565
Zc3h10	0.178828466	2.496442692	0.039336393	0.271301565
S100b	-0.164937362	3.69851152	0.03937293	0.271301565
Npr1	-0.241384665	1.303888924	0.039376492	0.271301565
Zfp948	-0.115243654	5.379573528	0.039392718	0.271301565
Aqp9	0.352981188	0.124195217	0.039401113	0.271301565
Mmp16	-0.145856241	8.914319336	0.039410688	0.271301565
B9d1	-0.126232231	3.85448923	0.039441791	0.271353565
Adam19	-0.132722731	5.168039904	0.03945668	0.271353565
Tll1	0.243154432	4.868153287	0.039494535	0.271355083
2810459M11Rik	0.157628181	2.805483799	0.039495339	0.271355083
Ptgr2	0.153910604	4.524050459	0.03954385	0.271517925
Vwa8	0.137940149	7.553308087	0.039557502	0.271517925
Dpp7	-0.164282355	3.057447932	0.039587233	0.271589964
Stk24	0.092405836	5.927006173	0.039643603	0.2718446
Clgn	-0.160491781	3.723778905	0.039715583	0.272205979
Tmem251	0.210046409	2.09037636	0.039800723	0.272599397
Hcn1	0.149076372	8.755630895	0.039811598	0.272599397
Ica1l	-0.111274272	5.35238998	0.039868869	0.272859214
Cabin1	-0.115945923	7.509894372	0.039908189	0.272995991
Adcyap1	-0.239993442	2.529138602	0.039956912	0.273130505
Mmadhc	0.089645071	5.172726613	0.039967769	0.273130505
Gbgt1	-0.311970763	0.488782177	0.039985888	0.273130505
Spsb4	0.168244028	3.385687375	0.040206011	0.274501288
Asphd1	-0.150419878	2.974383944	0.040248562	0.274658988
Ttc9	-0.119149229	4.567406927	0.040305396	0.274703661
Slu7	0.105940157	4.182533117	0.040316279	0.274703661
Uckl1	-0.095663004	4.818072856	0.040322158	0.274703661
Jag1	0.169131603	3.842524793	0.040358469	0.274703661
Sec14l1	0.090597898	7.097760722	0.040359385	0.274703661
B4galt4	-0.10536103	4.734319038	0.040380781	0.274703661
2810428I15Rik	-0.17918838	2.020830246	0.040402569	0.274703661
Scn1a	0.090629641	8.225607596	0.040416773	0.274703661
Kbtbd11	0.122033196	6.501854512	0.040447746	0.274703661
Zfp513	0.183446608	2.835941603	0.040449671	0.274703661
Trf	0.152065105	5.908066507	0.040484454	0.274729286
Aldh5a1	0.094694616	6.020620513	0.040511084	0.274729286
Ecm1	-0.276290517	0.873029151	0.040511819	0.274729286
1700016L04Rik	0.306504463	0.716497874	0.040582217	0.27487096
Rin1	-0.138025444	4.496889811	0.040604272	0.27487096
Lrrc73	-0.174268252	2.947411052	0.040636227	0.27487096
Arhgef17	0.096806403	6.905815033	0.040664504	0.27487096
Epsti1	-0.214510815	1.48875321	0.040664841	0.27487096
Hnrnpu	0.089983095	7.440686622	0.040668362	0.27487096
Psen2	0.124463707	3.546581531	0.040668988	0.27487096
Dusp5	0.178774759	3.810402524	0.040707959	0.275002713
Sgms2	0.215143839	2.511680078	0.040832599	0.275712802
Gipc1	-0.113740606	4.655550306	0.040910104	0.27610409
Tgm2	0.204742262	3.33167816	0.040959826	0.276307586
Parp12	0.154128648	3.860147615	0.041116184	0.277229898
Arl4c	0.185121475	3.631353989	0.041177216	0.277461283
Poc1b	0.103454284	4.461304884	0.041189805	0.277461283
Ptdss1	-0.089534038	6.034841551	0.041272591	0.277886368
Lpxn	0.198803308	1.822370694	0.041303351	0.277904423
Trp63	0.29376537	1.851493307	0.041338793	0.277904423
Fcf1	0.137064157	3.257955555	0.041344231	0.277904423
Mlxip	-0.081966565	5.562324349	0.041354005	0.277904423
Fgf9	0.104037773	4.727418469	0.041379652	0.277944484
Akap12	0.156641385	4.457327858	0.041400561	0.277952699
Cysltr1	-0.33360255	0.044649386	0.041519775	0.278544412
Acvr1	0.126158608	6.916434569	0.041528153	0.278544412
Gxylt2	0.242069999	2.290546225	0.04161469	0.27899231
B230209E15Rik	-0.163114816	7.093435694	0.041653858	0.279038451
Cep126	-0.094104632	5.684010991	0.041661099	0.279038451
Chrm2	0.247725135	6.402952654	0.041715864	0.279272776
9430065F17Rik	0.241976435	1.183763646	0.041829438	0.279780919
Hsdl2	0.114196609	3.899996864	0.041831399	0.279780919
Gng10	-0.153919976	3.054708852	0.041906081	0.280147709
Coq10a	0.107344053	4.548696595	0.04193516	0.28020943
Myo6	0.089892069	7.609612312	0.041987825	0.280428622
Sept3	-0.126264271	6.833514755	0.042059389	0.280773763
Slc22a5	-0.101264929	5.140720874	0.042092007	0.280858721
Tmem143	0.152176906	3.216342308	0.042121237	0.280920997
Spred2	0.133943348	7.706045758	0.042142576	0.280930609
Sypl2	-0.345134943	0.379016359	0.042258183	0.281349745
Gcnt4	0.117544993	4.394348297	0.042268002	0.281349745
Gm12339	-0.140648926	4.205375287	0.042279994	0.281349745
Cckbr	0.146343672	4.813496529	0.042294631	0.281349745
9330136K24Rik	0.169730019	2.132321548	0.042305086	0.281349745
Stx2	-0.112236259	4.586033507	0.042392076	0.28174314
Mknk1	-0.098780049	5.034945162	0.042423991	0.28174314
Crtac1	0.133544553	6.236672377	0.042424103	0.28174314
Snhg11	0.153555224	10.13790556	0.042499686	0.282014633
Dyrk1b	-0.117669881	4.22581884	0.042504932	0.282014633
Hnmt	-0.147371051	3.937186488	0.042669513	0.282820259
Mospd2	-0.077710139	5.282135262	0.04268754	0.282820259
Zfp454	-0.174043958	2.594799835	0.042687907	0.282820259
Epha10	-0.109477474	5.471952419	0.04270648	0.282820259
Slc16a6	0.098696984	4.771070512	0.042837651	0.283555925
Apcdd1	-0.196689731	4.705695047	0.042882412	0.283719203
Nat8f5	-0.268585696	0.859966851	0.042911272	0.283777164
Arglu1	0.093978206	7.231949417	0.042971923	0.284045215
Chrm4	-0.127969815	4.69996454	0.043037565	0.284345992
Npffr2	0.611838037	2.513760516	0.043130315	0.284825496
Srsf1	0.094994903	6.521426839	0.043260112	0.285459682
Ano10	0.109082154	5.341818703	0.043266784	0.285459682
Fcho1	-0.110111188	5.231588794	0.043300725	0.28555018
Gemin2	0.144023995	2.955673434	0.043325811	0.285571467
Slc25a28	0.098468282	4.975372993	0.043344405	0.285571467
Sash1	0.087535528	7.17043984	0.043365176	0.285575057
Fhl3	-0.339119356	0.318068447	0.043401316	0.285679802
Akr1e1	-0.116931159	4.225977114	0.043452715	0.285884847
Piezo2	0.163882591	2.703149454	0.043483617	0.285954907
Chil1	0.314326575	0.435352699	0.043628398	0.28677344
Sept9	0.100104321	6.012553002	0.043784319	0.287454516
Katnb1	-0.097191369	4.481411075	0.043788358	0.287454516
Actr8	0.081989337	5.013264808	0.043793092	0.287454516
Cnrip1	-0.088531837	5.845620173	0.04382404	0.287523988
Epha3	0.188963921	7.278884277	0.043867883	0.287677958
Ufl1	0.083730287	5.695391166	0.043907217	0.287802228
Xrcc3	-0.20678413	1.961810767	0.043983577	0.288168969
Erh	0.111441814	3.802500877	0.044019193	0.288268545
Itgb2	-0.254326208	1.151443554	0.044068525	0.288457812
Fam171a2	-0.140729766	5.178423315	0.044112671	0.288612976
H2-K1	0.197336306	2.794484027	0.044165927	0.288827568
Ctns	-0.095680988	4.410793751	0.044215822	0.288984239
Adra1a	0.135770215	5.845299763	0.044252209	0.288984239
Rcvrn	-0.235410288	1.428632759	0.044275869	0.288984239
Caskin2	-0.123816571	4.00928782	0.044298624	0.288984239
2010107G23Rik	-0.165706621	2.513127997	0.044307858	0.288984239
Ccdc18	0.211831559	2.04768995	0.044321905	0.288984239
Evl	-0.120750062	6.930390926	0.044333158	0.288984239
Gm1604b	0.202717468	2.691519182	0.044395444	0.289256705
Impdh1	-0.120572322	4.034602282	0.044482369	0.289688135
Rasgef1a	-0.096164636	7.43747371	0.044527426	0.289688135
Plk2	0.154801134	6.366975086	0.044529672	0.289688135
Zbtb17	0.111279474	4.323545246	0.044543731	0.289688135
Tubb2b	-0.198406114	3.585360065	0.044655717	0.290282718
Golph3l	0.134149586	3.738953026	0.044704917	0.290468812
Slc22a3	-0.199414321	2.084012647	0.044725605	0.290469555
Rrp12	-0.114853319	4.394718922	0.044768224	0.290612667
Tango6	0.118505657	4.700961504	0.044820148	0.290816024
E330020D12Rik	-0.339398091	0.601912068	0.04485066	0.290826734
Slc35e2	-0.086501505	6.005276069	0.044862995	0.290826734
Akap7	0.091762156	5.956019527	0.044884664	0.29083367
Hes5	-0.217886908	2.578708408	0.044932469	0.291009878
Lyar	-0.1895654	2.5514732	0.045099633	0.291958607
Sh3rf2	0.18068873	4.491007171	0.045154482	0.292179714
Fbxl12	0.090891687	4.320346711	0.045181886	0.29219802
Srxn1	0.170519638	4.762927988	0.045198702	0.29219802
Rhbdl1	-0.145885697	3.814846603	0.045244324	0.292282757
Gpr3	0.286991361	2.10518399	0.045253213	0.292282757
Gng5	-0.200354493	1.883130246	0.045436801	0.293334337
Hs6st2	0.151160267	7.044792207	0.045531666	0.293772535
Cldn12	0.093532391	5.212034951	0.045563679	0.293772535
Larp1b	-0.136594821	3.607382146	0.045567098	0.293772535
Lypla1	0.096767951	4.758701413	0.045671284	0.294309842
Sp9	0.277191823	2.009136898	0.045737784	0.29449739
Actr3b	-0.10578915	6.674086386	0.045742105	0.29449739
Gja4	0.371564643	0.346477068	0.045846234	0.295033261
Hdac7	-0.107629474	5.292090906	0.045911144	0.295316376
Trim24	-0.094698079	6.224023632	0.045954092	0.295458028
Mboat7	-0.126888594	5.31621993	0.046039751	0.295817734
Rnf112	-0.154509493	6.45899228	0.046051943	0.295817734
4930481A15Rik	0.258876745	3.022578581	0.046082833	0.295881544
Dlg4	-0.162402624	7.423585293	0.046143113	0.296133914
Timm23	0.08422042	4.903717367	0.04623172	0.296410812
Slc17a6	0.175279192	4.509165002	0.046251516	0.296410812
Vwa5b1	-0.256476411	1.904203316	0.046262578	0.296410812
Gm32014	-0.201736778	4.095644176	0.046280037	0.296410812
Fzd5	0.266468671	1.36284721	0.046291227	0.296410812
Plod1	-0.163046552	3.793332976	0.04636847	0.296657188
Gtf3c5	-0.121971958	3.271148864	0.046371727	0.296657188
Arpc2	-0.092234345	6.569765354	0.046521308	0.297479322
Rasgrp4	-0.365920953	0.170600094	0.046572317	0.29758168
Sst	-0.230500496	2.944519305	0.046579468	0.29758168
Btla	-0.311355073	1.295022704	0.04665145	0.29790675
Nkd1	-0.178771674	4.233714359	0.046703099	0.298086555
Sfrp1	0.208209517	2.099897109	0.046721832	0.298086555
Elk1	-0.091031526	4.611329721	0.046787987	0.298373799
Tesc	-0.117178442	4.765151783	0.046890798	0.298894435
Ctnnbip1	0.100180325	4.945452823	0.046954519	0.299165546
Ing3	0.099407194	4.795648426	0.047028142	0.299499478
Timm17b	0.186701111	1.91827585	0.047070926	0.299503236
Cercam	-0.176933394	2.141054229	0.047071158	0.299503236
Hsd17b12	0.130910531	6.26717402	0.047109985	0.299591166
Zscan26	0.086151145	6.245964347	0.047127415	0.299591166
Angel2	0.085043049	5.677506714	0.047235456	0.300142845
Sepw1	-0.141072484	5.570785922	0.047259085	0.300157903
Fam78a	-0.139755178	3.200912725	0.047336653	0.30037674
Rexo2	-0.107837095	4.564794264	0.047355208	0.30037674
Psd	-0.207421472	6.967225364	0.047368015	0.30037674
B230110G15Rik	-0.263158069	0.967367283	0.047389996	0.30037674
Alg5	0.121484298	3.67050209	0.047399913	0.30037674
Slc35f2	-0.241794659	2.311084351	0.047432649	0.300449337
Cspg4	-0.139043748	4.59698433	0.047483732	0.30063803
Cmc1	0.122962277	4.558464851	0.047538313	0.300848697
