Gene	logFC	logCPM	PValue	FDR
Fmo1	-0.211754006	2.764025331	0.003634006	0.022174223
Ccdc151	-0.310627362	1.880118203	0.003640603	0.022204488
Homer2	-0.156505435	6.652280502	0.003642203	0.022204488
Cacnb1	-0.140626544	7.51143705	0.003651696	0.022252474
Flrt2	0.145181817	6.099165796	0.003661602	0.022302931
Flywch2	0.273946393	1.704466452	0.003665131	0.022314514
Ube3c	-0.096336617	7.247163504	0.003671993	0.022346375
Tango6	0.1537962	3.378654335	0.003681716	0.022392676
Scube1	-0.14004306	6.496217539	0.003682866	0.022392676
Neo1	-0.097485487	7.333177039	0.003688345	0.022416049
D630023F18Rik	-0.333682592	1.621839915	0.003701587	0.022486569
Mob3b	0.228504754	3.219786343	0.00371417	0.022550394
Vwc2l	0.230527809	3.297980082	0.003715558	0.022550394
Nr2f2	0.230044412	4.675606367	0.003717026	0.022550394
Bzrap1	-0.105830936	7.579156141	0.00372468	0.022586839
Nup88	-0.128898634	5.126899182	0.003726358	0.022587029
Pter	-0.494518973	0.246583312	0.003745306	0.022691855
Csrnp3	0.140388332	7.084729081	0.003751011	0.022716389
Plin2	-0.242614998	2.699556427	0.003758892	0.022754071
Tubgcp2	0.12491259	5.555672622	0.003765031	0.022781175
Atp1b2	-0.100246428	8.950325282	0.003770698	0.022805408
Hist1h3d	-0.226267622	2.976533019	0.003774297	0.022817115
Ipo4	-0.114073493	6.824754081	0.003777098	0.022823988
Dach1	0.201715084	3.863179173	0.00379001	0.02289193
AW495222	0.364507951	0.909485565	0.003796134	0.022913204
Gng13	-0.188779298	3.855534881	0.003796873	0.022913204
Fam114a2	-0.143710482	4.428330605	0.003798861	0.022915117
Slco2b1	-0.150151426	4.672299772	0.003821999	0.023044553
Brpf3	0.112593818	5.905601369	0.003834844	0.023111841
Rps14	0.125052392	8.006242077	0.003838347	0.023122797
Crym	-0.148863749	6.740315518	0.003870452	0.023305969
Pgam2	-0.350406724	1.706703614	0.003888106	0.023401996
Psap	0.10986461	10.97632883	0.003905511	0.023496445
Ahsa2	-0.229575554	3.570683639	0.003910822	0.023518085
Ccny	-0.09777711	7.150075592	0.003921654	0.02357289
Grip1	0.122941668	4.541458517	0.003923968	0.023576466
Egln1	-0.100991649	6.886280983	0.003931355	0.023610505
1500011K16Rik	-0.143006125	3.857196352	0.003934499	0.023619044
Qrfpr	0.329510673	1.595774866	0.003944876	0.023667077
Ets2	0.104053512	6.971088299	0.003945951	0.023667077
Dek	0.300745178	4.089232243	0.003950453	0.023683727
Stk40	-0.131961575	5.336221759	0.003953116	0.023689337
Il4ra	0.16824695	3.444110115	0.003993311	0.023919758
C1qc	-0.159211157	4.975406777	0.003997808	0.023930125
Rit1	-0.142709625	4.872964746	0.003999724	0.023930125
Ptpn3	0.200861029	6.349625728	0.004000275	0.023930125
Kmt2d	-0.096625709	8.648867078	0.00401455	0.024005051
Pkdrej	-0.303575413	1.662377412	0.00403479	0.024102091
Grm1	0.183614466	6.47581444	0.004035293	0.024102091
Fgf13	-0.13735963	6.772370955	0.00403605	0.024102091
Abcg4	-0.10719577	6.366291977	0.004037889	0.02410258
H2-T24	-0.481957773	0.55312536	0.004040072	0.02410512
Ttc7b	-0.082021788	7.828244552	0.004045444	0.024126675
Tlr4	-0.355388232	1.242380227	0.004068703	0.024254845
Mif	-0.130363101	6.343760423	0.004073231	0.024271292
Sec61a1	-0.113711054	6.625346112	0.004081656	0.024310933
Pisd-ps3	0.288459511	5.190402408	0.004093459	0.02436081
Ubfd1	-0.108260234	7.190803253	0.004093582	0.02436081
Cdk6	0.295186429	2.29237178	0.004095619	0.024362362
Hs3st2	0.171540948	6.089876336	0.00410093	0.024383382
Abat	-0.140444526	8.377607502	0.004104481	0.024393921
Pkd1	0.100726392	7.592108886	0.004113702	0.024438133
Lrrc73	-0.168399629	5.343004758	0.004115928	0.024438632
Atp6v1h	-0.123248542	7.367955223	0.004117349	0.024438632
Gabra1	0.147741002	8.174270444	0.004133453	0.024523603
Zdhhc3	-0.091499311	6.598233292	0.004143356	0.024571731
4930539E08Rik	-0.191105336	3.476985545	0.004167709	0.024705473
Sdpr	0.276449801	2.494785309	0.004170536	0.024709302
Baz2a	-0.106078224	6.304927091	0.004171958	0.024709302
Snhg12	0.248063913	2.827357703	0.004192627	0.024821003
G6pc3	-0.12465971	5.539611026	0.004212492	0.02492399
Ntm	0.145599801	6.150892242	0.004213657	0.02492399
Ism1	-0.245974337	1.94040889	0.00421824	0.024940343
Spin2c	-0.260750074	1.810249528	0.004240182	0.025059274
Hacd3	-0.096405903	7.877638877	0.00426259	0.025174258
Tma7	-0.139955518	3.770138261	0.004263308	0.025174258
Apip	-0.231174794	2.635486308	0.004278589	0.025253615
Sel1l	-0.100053345	7.889458519	0.004286545	0.025289693
Mlxip	-0.111309112	5.294403526	0.00429412	0.025323494
Slc6a9	-0.140317299	6.255915688	0.004303729	0.025369253
Dock9	-0.093247678	7.504179994	0.004305837	0.025370775
Msl1	-0.101930471	7.245348141	0.004310188	0.025379789
Rpn1	-0.108333748	7.454750958	0.004311067	0.025379789
Slc25a14	-0.123463365	5.741646975	0.0043204	0.02542382
Chrm4	-0.146437756	5.855112003	0.004348466	0.025578004
Lama2	-0.137025813	4.526005071	0.004351683	0.025585959
Tmem38a	-0.12283749	6.951672021	0.004364497	0.025650302
Ptges3	-0.130858737	6.06190619	0.004368722	0.025664136
Cdc23	-0.110492195	5.512568917	0.004372072	0.025672823
Chrdl1	-0.27926371	3.068314168	0.00437803	0.025696805
Sall2	-0.127611707	6.699466317	0.004382257	0.025703291
Syngap1	-0.127373257	8.905037889	0.004384687	0.025703291
Aldh4a1	-0.157997097	5.149333409	0.004384756	0.025703291
Ddit4l	-0.139361584	4.86836177	0.00439026	0.025724562
Wdr54	0.199492649	3.848319369	0.004407725	0.02581587
Elac2	-0.124383692	4.947200107	0.004410541	0.025821334
Brca1	-0.355644451	1.073118642	0.004421304	0.025873306
Enox2	-0.240447204	2.937261545	0.004424922	0.025876543
Cry1	0.128779573	4.962982718	0.00442563	0.025876543
Eef2k	0.110681699	5.182744706	0.004440512	0.025947993
Pfkp	-0.106760824	8.208528483	0.004441888	0.025947993
Mtf2	0.187638987	4.249914164	0.004443525	0.025947993
Tmem214	-0.126298005	5.726529029	0.004460869	0.026038189
Mlycd	0.156337723	4.990263546	0.004463948	0.026045074
Olig2	-0.144463102	4.946242571	0.004480398	0.026116837
Kctd2	0.115859123	6.132885231	0.004480697	0.026116837
Cep70	0.281966325	2.048560978	0.004481959	0.026116837
Jup	-0.110311524	6.320122414	0.004492497	0.026167126
Snapc4	0.166415923	3.962344973	0.0044968	0.026181069
Siglech	0.205799099	2.934722948	0.004528339	0.026353511
Fstl1	-0.162839366	5.15817457	0.00459771	0.026745882
Stra6	-0.295781001	2.77290257	0.004618679	0.026856472
Adi1	0.129892597	4.868022316	0.004622433	0.026860207
Usp29	0.188096845	5.583537502	0.004624749	0.026860207
Nxt2	0.209388707	4.405889741	0.004625196	0.026860207
Glp2r	0.285605832	2.102918897	0.004636018	0.026911664
Sncb	0.123818319	7.997703699	0.004638309	0.026913571
Cables1	0.15930553	5.506989664	0.004651452	0.026978423
Syt4	0.159751633	7.187919	0.004659527	0.027013832
Fkbp10	0.211886368	2.889937239	0.004679191	0.027116378
C330006A16Rik	0.118813228	6.755610521	0.00469215	0.02717999
Adora2a	0.165667126	6.138083696	0.004705647	0.027246672
Myof	-0.252393572	2.449324155	0.004720739	0.027315353
Ap3m2	0.106391331	7.782688028	0.004721492	0.027315353
Iglon5	-0.152816312	4.439730128	0.004734166	0.027377133
Dixdc1	0.135168245	6.268391534	0.004737817	0.027382915
Rcan2	0.149091191	7.403515233	0.004739159	0.027382915
Slc35g2	0.139617773	4.381389906	0.004745623	0.027408722
R3hdm1	0.108247078	7.239905741	0.004763454	0.027500123
Ugdh	-0.200825947	3.965674897	0.004778167	0.027573462
Il1r1	-0.250043725	2.529802095	0.004786826	0.027611812
2610524H06Rik	0.194314852	3.175066169	0.004805375	0.027707158
N4bp2l1	0.152131568	3.842713667	0.004821194	0.02778669
Ikbkb	-0.117217166	5.101793338	0.004828742	0.027811791
Csrp2bp	0.115192429	5.39044291	0.004829605	0.027811791
Abcc6	-0.490621339	0.152197507	0.004838248	0.027849875
Dscam	0.112778476	6.732063364	0.004845082	0.027877511
Derl2	-0.132959953	4.463659046	0.004848149	0.027883461
Scyl2	0.140398639	4.745446538	0.0048865	0.028092253
Tle6	-0.339736741	1.292489213	0.004891816	0.028111037
Mical3	-0.101325146	7.192490914	0.004906325	0.028182604
Fndc3b	0.126961646	5.10356762	0.004910548	0.028195056
Aaed1	0.272116584	1.939537769	0.004926771	0.028276365
B3glct	0.159835906	4.239351516	0.004932803	0.028295236
Bgn	-0.217805623	4.169674418	0.004934184	0.028295236
Csgalnact1	0.172207493	4.185890748	0.004938007	0.028305325
Prrg3	-0.150000727	5.55883623	0.004952192	0.028370679
Akr1b10	-0.193298191	3.48596667	0.004953545	0.028370679
Mest	-0.109385722	5.774768385	0.004956155	0.028373782
Heca	0.167814093	4.775452229	0.004964929	0.02841215
2500004C02Rik	-0.236528274	2.147717616	0.004970763	0.028433676
Dnah9	-0.156103904	3.766984024	0.004972985	0.028434529
Hist1h2bb	-0.22345345	2.687200304	0.004976686	0.028443833
Rabggta	-0.133485911	5.50797889	0.004980108	0.02845154
Hmgb2	0.449806847	0.162697732	0.004991562	0.028494674
Gdnf	-0.49040818	0.307109524	0.004991813	0.028494674
L3mbtl4	0.288608319	1.472622433	0.004999817	0.028528489
Fabp7	-0.308754026	3.835963166	0.005003304	0.028536517
Dact1	0.185055158	3.877461929	0.005006832	0.028544771
Apol8	0.296731641	1.728811711	0.005017225	0.028577876
Arhgef17	0.103520954	8.651433736	0.005018397	0.028577876
Arrdc2	0.306758986	3.765258928	0.005018889	0.028577876
Ubn1	-0.110292148	6.129266087	0.00502149	0.028580823
Gfap	-0.158060315	7.838050682	0.005039493	0.028671394
Slc27a4	-0.114499424	7.070942425	0.005042207	0.028674937
Lox	0.439936083	0.523477941	0.005052921	0.028723959
Adam12	-0.269924764	1.946986988	0.005063082	0.028751134
Lrp8	-0.143709125	5.967155512	0.005063673	0.028751134
Zfp637	0.129015882	4.861808575	0.005063989	0.028751134
Adcy8	-0.115507772	5.839898894	0.005066403	0.02875294
Gpr173	-0.127464398	4.35030874	0.005080346	0.028820144
Rps27a	0.123919439	6.280311965	0.005139847	0.029145631
Fkbp1b	-0.150656688	4.082966344	0.005142625	0.029149335
Pnma3	-0.194712465	3.611286238	0.005173262	0.029308496
Chia1	-0.454408798	0.296998563	0.005174978	0.029308496
Zfp65	0.281790212	2.757210309	0.005224446	0.029576444
Hif3a	-0.448722666	2.896242527	0.005262212	0.029766747
Serpinb9	-0.226915814	3.112179477	0.005262401	0.029766747
Exosc6	-0.14824944	3.465204934	0.005273219	0.029815641
Hecw2	0.149168436	6.508664168	0.005329182	0.030119652
1110017D15Rik	-0.428587227	0.319378242	0.005337206	0.030152576
Tns1	0.106418634	6.30467559	0.005342325	0.03016907
Medag	0.153663658	3.861646608	0.005396076	0.030460069
Fam213a	0.142091786	5.798162	0.005403012	0.030486678
Ermn	0.229666917	4.772380666	0.005413471	0.030533134
Pik3c2b	-0.135314165	5.84368493	0.005421024	0.030563165
Fntb	0.113055002	5.25237997	0.005443413	0.030676788
Slc26a8	0.2501413	1.750293115	0.00545021	0.030702477
Mgat5	-0.103619698	6.678939348	0.005474082	0.030824297
Cwc27	0.29900742	1.666800685	0.005477522	0.030831007
1810030O07Rik	-0.16328671	4.017665456	0.005484514	0.030857701
Snhg1	0.244054948	2.347463087	0.005491768	0.030885848
Nnt	-0.141055471	4.718710555	0.005497052	0.030902894
Cadps2	0.106332451	6.980453438	0.005505076	0.030935327
Ccdc187	-0.37985488	1.191306042	0.0055101	0.030947965
Pcsk4	0.413158938	0.874339298	0.005511838	0.030947965
Fam69b	-0.107935797	6.222126142	0.005534049	0.031050275
Otulin	0.152216275	4.077309132	0.005534586	0.031050275
S100a6	-0.231785005	2.938747733	0.005546616	0.031093867
Dgkh	0.129592215	6.00806229	0.005547553	0.031093867
Snrpb	0.123655816	6.156816986	0.005549157	0.031093867
Slc25a5	-0.084766294	7.648726208	0.005551667	0.03109523
Cxcl12	0.13248975	5.886783551	0.005558008	0.031118036
Smoc1	0.163512585	4.610839218	0.005565425	0.03114685
Ptrhd1	-0.157159571	3.550689075	0.005569854	0.031158928
Tmem128	-0.118421522	4.657268423	0.005590934	0.031264103
Hbb-bs	0.236429569	6.84491659	0.005599192	0.031297519
Nadk	-0.116973026	6.291325015	0.005603917	0.031311172
Mapk4	0.099197475	7.47837329	0.005620913	0.031393348
Ccdc85a	-0.17080943	5.39494744	0.005637576	0.031473598
3110039I08Rik	0.278363461	3.403569371	0.005644678	0.031497163
Necab1	-0.177226324	6.009485349	0.005646389	0.031497163
2210408I21Rik	0.150251737	4.452712253	0.005652027	0.031515794
Exoc3	-0.101794223	6.672823857	0.005657795	0.031535138
Igtp	0.248353964	2.267771083	0.005662628	0.031538327
Cdc25b	0.184950898	3.204717164	0.005662966	0.031538327
Bnip3	0.129735464	6.122061756	0.00567737	0.031605719
Inpp5d	-0.179203885	4.365623496	0.005704097	0.03174162
Sqstm1	0.103441499	8.936969951	0.005725494	0.031847772
Fam43b	-0.144762155	5.422953915	0.005730607	0.031848576
Irak4	-0.37145425	0.639280325	0.005730952	0.031848576
Pde10a	0.112677852	8.197102177	0.005732604	0.031848576
Cdc42bpb	-0.079779845	8.163877738	0.005751027	0.031937991
Taf1	0.127582816	5.943285263	0.005757603	0.031950745
Pfkl	-0.13184105	7.680491125	0.005757982	0.031950745
Zfp64	0.131699576	3.993421662	0.005763101	0.031966217
Ivns1abp	0.12458015	6.949189331	0.005774883	0.032018622
Plxna4	-0.089135436	7.84712901	0.005798369	0.03213585
Pcm1	0.173014139	6.146694475	0.005822712	0.032251426
Mier3	0.18419581	4.431955107	0.005823925	0.032251426
Aldh6a1	0.17412986	5.619196672	0.005850023	0.032382878
Tro	-0.134743498	7.358278744	0.005856387	0.032405024
2310022B05Rik	0.136754601	6.962329256	0.005860543	0.032414948
Trap1	-0.107574739	6.095166939	0.00586911	0.032449246
Uckl1	-0.135382654	3.815449343	0.00587231	0.032453857
Slc24a3	-0.100071868	7.490241814	0.005885101	0.032511449
Sp3	0.157467163	5.520710926	0.005894072	0.032547898
Kctd8	0.212274189	2.73695856	0.005901191	0.032574098
Tdrd3	0.162705108	4.321687981	0.005905941	0.032587205
Adgrg1	-0.122087288	6.719062862	0.005913062	0.032613375
Gng12	0.170623455	5.574935387	0.005917582	0.032614839
Eif2s3y	0.245037961	3.045062986	0.005918082	0.032614839
Sltm	0.199587004	3.840400648	0.005943273	0.032740514
Angel1	0.148316855	3.778220842	0.005948745	0.032757503
Lsm12	-0.14268017	4.559512993	0.005951906	0.032761753
Chadl	-0.168821273	4.101620526	0.00595672	0.032775102
Nxph2	-0.419081252	0.457824798	0.005966904	0.032817973
Atg5	-0.165889073	4.392881078	0.005987447	0.032917758
Adcy9	0.102476201	7.752430161	0.005997673	0.032960768
Zfp414	0.155363412	3.921512819	0.006004051	0.032978652
AI854703	0.151160673	5.200133242	0.006005735	0.032978652
Ssbp3	0.09585892	7.102345185	0.006023857	0.033047625
Tmtc4	-0.173995856	3.649275558	0.006025484	0.033047625
Pcdhgb4	-0.207677333	3.013532592	0.006026457	0.033047625
Haus1	0.290239589	2.266955161	0.006027933	0.033047625
Gja1	-0.157949739	7.458137246	0.006037914	0.033089117
Taf10	-0.129751979	4.844166806	0.006043478	0.033106386
Marc2	0.125563642	5.790874448	0.006096423	0.033383089
Samm50	0.11789745	6.275934749	0.006103944	0.033410936
Bahd1	-0.11622103	6.35307599	0.006110125	0.033431426
Kif21b	-0.085308158	7.084936635	0.006113823	0.033438323
Unc79	-0.086261705	7.322761754	0.006121688	0.033467993
Pin1	-0.130965076	6.257758559	0.006124919	0.033472317
Bmp7	-0.185665844	3.658963224	0.00612916	0.033482154
Nsmce4a	0.119108455	5.17480677	0.006141183	0.033534479
Arfgap2	0.125976374	6.300588351	0.006156221	0.033603217
Zdhhc9	-0.102567447	6.209342683	0.006171619	0.033673868
Map3k13	0.138229795	5.598963342	0.00617506	0.033679246
Dancr	0.375525737	0.685439969	0.006180903	0.033697714
Ccnyl1	-0.229950976	2.839799519	0.006204684	0.033813374
Tmco3	-0.110182231	5.66829658	0.006207048	0.033813374
Hyou1	-0.126937488	8.005395276	0.006213355	0.033834294
Drd1	0.122433129	5.877748397	0.006243827	0.033986736
Mybpc1	0.299733876	1.478055919	0.006248097	0.033990352
Etfdh	-0.143608508	4.282417026	0.006249447	0.033990352
Rbm15b	-0.103291312	6.22990136	0.006264736	0.034060001
Epha3	0.189989932	3.247780862	0.006271504	0.034072515
Phc2	0.108146289	6.694982644	0.006274746	0.034072515
Bckdk	0.12490793	5.534215678	0.006275648	0.034072515
Utp14b	0.231398167	3.458575229	0.006276973	0.034072515
Pddc1	0.124118245	5.264976997	0.006287286	0.034114992
Psd3	0.147860154	9.100336039	0.006293213	0.034133653
Pacs1	-0.099314292	6.937446041	0.006298064	0.034146463
Rpl9	0.107645614	7.763067795	0.006300616	0.034146799
Spef1	-0.224632148	3.059650219	0.00631145	0.034192007
Vps53	-0.101732652	6.451074375	0.006328933	0.034273182
Micu3	0.190515681	5.816198672	0.006354458	0.034397829
Ppp1r3d	-0.18218685	3.586684624	0.006357987	0.034403357
Ascl1	-0.295917359	1.891063781	0.006373822	0.034475439
Bub3	0.110705154	6.565863205	0.006382743	0.034510083
Zfp180	-0.111974824	6.055475488	0.006397506	0.034576279
Fabp3	-0.137360326	4.330230991	0.006414726	0.03465569
C1qtnf4	-0.119229214	7.60595704	0.006450881	0.034823312
Ssbp4	-0.116332744	5.953077537	0.006452487	0.034823312
Kcnd1	-0.180546839	3.749883157	0.006453369	0.034823312
A2m	-0.233417638	2.831263907	0.006481426	0.0349482
Sgk1	0.395073412	7.196965248	0.006483823	0.0349482
Pcdhga3	0.167920998	4.615399371	0.006484156	0.0349482
Pde1c	0.224689653	3.519203318	0.0065049	0.035046234
Tmem68	-0.146146313	5.317069577	0.006527588	0.035154661
Zc3h12c	0.185932469	4.543353106	0.006530182	0.035154833
Edc3	0.120685748	5.38656298	0.006533467	0.035158718
Nup210	-0.126517504	5.931410321	0.006541427	0.035180447
Hba-a2	0.249752283	4.654009476	0.006542635	0.035180447
Ogn	0.301126236	2.422687921	0.006546738	0.035188718
Slc39a14	-0.103253193	5.652578838	0.006551237	0.035191903
Sbf1	-0.105382546	8.600297902	0.006552462	0.035191903
Fmnl1	-0.152957349	7.161876669	0.006565959	0.035250589
Smc1a	0.176032236	4.897123131	0.006595881	0.035397381
Dnajb1	-0.147865545	6.417374026	0.006609547	0.035456849
Lmln	-0.178167709	3.442645371	0.006631914	0.035562927
Klhl2	-0.098396569	7.50633198	0.006651078	0.035651754
Eml6	-0.124606322	4.884862154	0.006655401	0.035660991
Lmbrd2	0.124460894	5.907793982	0.006687426	0.035818593
Ampd2	-0.117780044	6.468932416	0.006705949	0.035903789
Camk1g	-0.159483569	5.664586428	0.006711025	0.035916943
Arhgap31	-0.12676413	5.639274133	0.006716239	0.035930831
Pspc1	-0.135248973	4.972840806	0.006728965	0.03598488
Rrnad1	0.147390038	3.649180184	0.006733637	0.03599583
Vps50	0.108427855	5.932754226	0.006739263	0.03601187
Scaf11	0.156516284	5.712746831	0.00676145	0.036114854
Mpp3	0.13927185	6.110610837	0.006763801	0.036114854
Acsbg1	-0.106656918	7.538121495	0.006768686	0.036118538
Lor	-0.343716475	0.99139949	0.006769757	0.036118538
Lncppara	0.304470166	1.697005946	0.006784689	0.036184129
Sh3tc1	-0.295442377	1.449407435	0.00680613	0.036284369
Pitpnc1	0.134652525	6.543150944	0.006809279	0.036287055
Zbtb5	-0.146516385	3.940493664	0.006816287	0.036304667
Tbc1d22a	0.110802539	5.686154869	0.006817877	0.036304667
Ttll7	0.153219334	8.012953788	0.006828736	0.036348379
Kcnj5	-0.558660584	0.793645799	0.006841997	0.036404836
Spag4	-0.395364856	0.452164445	0.006847622	0.03642064
Mccc1os	-0.396946854	0.504475058	0.006853274	0.036436573
Nucb1	-0.117734846	6.180602646	0.006857506	0.036444946
Magi3	0.132765698	5.941800741	0.006861147	0.036450173
Creb3l1	-0.299558421	1.467408639	0.006873518	0.036475899
Gm9899	-0.137989635	4.257699461	0.006876042	0.036475899
Crip1	0.302415843	1.601984419	0.006876885	0.036475899
Rpl22	0.091026325	6.339687142	0.00687797	0.036475899
Dlgap4	-0.103632214	8.349645318	0.006880086	0.036475899
Stk35	-0.094079842	6.001786673	0.006881944	0.036475899
Rarb	0.149780809	4.480709207	0.006898748	0.036550842
Ccdc108	-0.310345518	1.187775677	0.006915328	0.036624539
Cnnm3	0.09853383	5.579737603	0.006941536	0.036749151
Bmp5	0.369079889	0.54191243	0.006967892	0.036874449
Wbscr17	0.090824159	6.869229678	0.006977999	0.036905282
Clec2l	0.124085749	5.669560732	0.006979099	0.036905282
Adipor1	-0.086676968	6.576275892	0.006983554	0.036914612
Eps15	0.162199171	7.567279793	0.006989783	0.036933301
Tmem127	-0.083421403	7.426369156	0.007008919	0.037020152
Hsd11b1	0.214050583	4.080114903	0.007014153	0.037033542
Dhrsx	-0.173332369	3.12229161	0.007046209	0.037188477
Piezo1	-0.181602351	3.470663404	0.00705023	0.037195385
Cdc45	-0.350412837	0.943717047	0.007069838	0.037284495
Egfl6	-0.384326396	0.575962361	0.007096384	0.037409837
Zfp507	0.160589746	4.941985368	0.00709906	0.037409837
Aim1	-0.322158718	1.06422922	0.007141161	0.037617245
Actn3	-0.392585035	0.502406715	0.007151662	0.037658101
Lca5	0.207365835	2.731114346	0.007171875	0.037729339
Oasl2	-0.330551834	1.284689476	0.007171877	0.037729339
Acot13	0.106949711	4.930614648	0.007173443	0.037729339
Rnmt	0.158791322	5.520587385	0.007187188	0.037787145
D430019H16Rik	-0.090153718	8.123126459	0.007192191	0.037794614
Npnt	0.144397338	5.006960684	0.00719412	0.037794614
Gtf2i	-0.07866074	8.432636807	0.007197958	0.037800305
Hspb1	-0.402948139	1.415550499	0.007206306	0.037829659
Dpcd	-0.122920757	5.013219919	0.007238467	0.037983951
Cd24a	-0.235645344	3.137140579	0.007253061	0.03804598
Fam104a	0.115364628	5.121062509	0.007278504	0.038164849
Slc2a6	-0.166057286	4.508933643	0.007293164	0.038224447
Pja2	0.121071372	8.987885799	0.007295444	0.038224447
Adcyap1r1	-0.09887488	8.396480424	0.007302207	0.038245276
Gspt2	-0.156147069	4.237673164	0.007313947	0.038282763
Tomm70a	0.139771816	7.253150496	0.007318512	0.038282763
Tpcn1	-0.121925681	5.931873839	0.007320435	0.038282763
Dtna	0.094200878	7.056003045	0.007320528	0.038282763
Slc6a6	0.133320534	6.912952791	0.007331257	0.038324257
Stag1	0.130627134	5.535309343	0.007339551	0.038353001
Magee1	0.077602794	7.901017215	0.007348178	0.038383458
Tbc1d30	0.097837608	6.984325651	0.007358536	0.038422929
Ankrd45	-0.137709286	5.714187378	0.00738628	0.03855312
Zfp930	0.323524411	2.13928465	0.007399376	0.038606786
Cdh22	0.149933566	6.319438938	0.007407087	0.038632324
Cdc42bpa	0.149211134	7.828639009	0.007421773	0.03869421
Zfp655	0.180276961	4.606006924	0.007428002	0.038711967
Spry4	-0.197457796	4.73103156	0.007435556	0.038723821
Oprl1	-0.108234719	6.186591276	0.007435922	0.038723821
Mex3d	-0.109024851	4.828347099	0.007439501	0.038727757
Hdgfrp3	0.175915255	6.252520471	0.007449517	0.038765185
Azin2	0.13775284	5.352486498	0.007463583	0.038823652
Ccdc3	-0.144867516	4.297288021	0.007472504	0.038855323
Ppp1r3g	-0.236036884	3.720479507	0.007484515	0.038903028
Kif26a	0.140146298	4.099312023	0.007510236	0.039021937
Zfp638	0.146406367	6.343528438	0.007515306	0.03903349
Psg16	0.307774247	1.658427675	0.007534435	0.039118033
Krt10	-0.198219218	2.473007139	0.007538786	0.03912103
Ammecr1l	-0.144975355	5.013719744	0.007540716	0.03912103
Grin2b	-0.09487351	8.524743333	0.00754851	0.039146661
Fbxl17	0.090270864	7.186911564	0.007559807	0.039181143
Rapgef4	0.144700407	8.366344035	0.007560872	0.039181143
Emp3	-0.449718479	0.678375974	0.007580319	0.039267082
Ahnak	-0.168972361	6.72539904	0.007587601	0.039289968
Inpp5f	0.154711207	6.133709116	0.007591371	0.039294655
Dab2	-0.219020554	3.352780147	0.007595127	0.039299266
Plekhg3	0.116449358	4.810823486	0.00760561	0.039338672
Smim11	0.249739786	1.91658367	0.007621572	0.039400167
Tmem192	0.181006043	4.039489146	0.007623244	0.039400167
Trpc7	-0.263125087	1.986615201	0.007634588	0.039443931
Ints10	-0.120040411	5.239136286	0.007654104	0.039529875
Rps6kb2	0.207241137	2.322125372	0.007680457	0.039641704
Ddx17	-0.083712439	8.126372458	0.007681537	0.039641704
Atp6v1g2	0.114554093	8.344643945	0.007685172	0.039645544
Dclk1	-0.089149443	9.945053837	0.00769389	0.039675599
Prkag1	0.115978981	5.727393352	0.007704823	0.039717043
Slc1a3	-0.119803839	8.692784359	0.007714555	0.039752276
Ppp6r2	0.101713021	7.496109628	0.007727414	0.039803581
Cox6a1	0.124557916	7.515139022	0.007744838	0.039878357
Pgr	0.155259184	4.89555928	0.007770756	0.039990927
Abhd11	-0.151243071	4.200727234	0.007772531	0.039990927
Nr6a1	0.181109504	3.439809501	0.007827493	0.040258615
Cdh13	0.119243298	6.775720624	0.007831189	0.040262526
Zfp867	0.246466604	1.903052331	0.00785987	0.040381351
Dhcr7	-0.171815194	5.730399173	0.007861514	0.040381351
Purb	0.182684631	9.177115484	0.007863133	0.040381351
Ccdc166	0.172058918	3.095665393	0.007874525	0.040424721
Tex9	0.335978113	1.120981717	0.007883736	0.04045687
Eogt	-0.135273149	3.884759714	0.007890707	0.040477499
Phpt1	0.143509491	4.561170805	0.007895634	0.04048763
Prdm2	-0.09757718	6.751614819	0.007914428	0.040568837
Atp2b1	0.127442504	9.0984004	0.007925273	0.040606195
Trim66	0.093298472	6.343025544	0.007927637	0.040606195
Pitpnm2	0.130219118	9.098601193	0.007938228	0.040645269
Zmynd11	0.157277196	6.618814854	0.007943265	0.040650271
Slc30a4	0.165101365	5.961118187	0.007945132	0.040650271
Zdhhc23	-0.160815399	3.397790616	0.007948896	0.040654367
Tctex1d2	0.263427102	2.048698036	0.007957447	0.040682929
Anks1	0.116061948	5.723844412	0.007970893	0.04073649
Folr1	-0.296154055	2.38734241	0.007981179	0.040773868
Mro	-0.139650614	3.529996013	0.007999742	0.040853488
Akap11	0.140930544	8.397604787	0.008017078	0.040926782
Miip	0.235421516	1.846573365	0.008029661	0.040975765
Kcnk9	0.149325024	4.76818373	0.00804179	0.041006411
Ski	-0.080959808	8.274741396	0.008044411	0.041006411
Unc13c	0.161267381	5.557718065	0.008045556	0.041006411
Kcnj9	0.101128973	6.803146165	0.008048337	0.041006411
C5ar2	-0.431609655	0.340847674	0.008050613	0.041006411
Phka1	-0.125428905	4.84728639	0.008056961	0.041023507
Fam208b	0.171884687	4.808882952	0.008071511	0.041082346
Emb	0.162231609	4.443053336	0.008078609	0.041103218
Igbp1	0.120878292	4.424811667	0.00811205	0.041245402
Trim11	-0.136193747	4.125186442	0.008112568	0.041245402
Strbp	0.152914093	8.360465665	0.00813977	0.041368367
Sox4	0.220405542	4.2799154	0.008143078	0.041369852
Rab39b	0.207576633	4.712341597	0.008173879	0.041510957
Apod	0.146584293	7.002563519	0.0081853	0.041553577
Ankrd26	0.2268694	3.140564996	0.008197513	0.04160018
