Gene	logFC	logCPM	PValue	FDR
Rrm2b	0.110209772	4.626441487	0.020670635	0.11987267
Acaa2	0.18262702	2.882735299	0.020683032	0.119895223
Sv2b	0.162400322	8.503197029	0.020749383	0.12023039
Nsmce2	0.114198808	7.200079769	0.020815183	0.120562087
Rnd3	0.158070304	4.673540572	0.020838908	0.120649916
Napepld	0.114865737	4.751667655	0.020869828	0.120779311
Hnrnph2	0.133410028	4.438162982	0.020885134	0.12081827
Mapk8ip1	-0.14826903	6.320091373	0.020959214	0.121197066
Fmod	0.283503896	1.85217168	0.020982149	0.121279922
Lacc1	0.188776196	2.277996166	0.021011859	0.121359591
Tac1	0.223890016	3.789518015	0.021013157	0.121359591
Nagpa	-0.16654406	2.630043277	0.02102901	0.121401397
BC037034	-0.154323518	3.87430571	0.021043037	0.12143263
Sox9	0.238008751	3.841625378	0.021067085	0.121521635
Med4	0.127980831	3.359080764	0.021108633	0.121671135
Prelp	0.20634744	3.083599166	0.02111027	0.121671135
Mef2d	-0.125695441	6.981380839	0.021129127	0.121690324
Hnrnpul2	0.110838923	5.825874567	0.02114313	0.121690324
Fgfr2	-0.105683946	6.226845135	0.021144096	0.121690324
Cox7b	0.109299847	5.071027823	0.021148141	0.121690324
Hn1l	-0.173393973	2.366733809	0.021200967	0.121881813
Grsf1	0.089263577	5.22392726	0.021202302	0.121881813
Prex2	0.154556984	7.697551339	0.021210509	0.121881813
Nptx2	0.136319392	4.50546806	0.021216015	0.121881813
Slc4a2	-0.176150636	3.658607694	0.021240672	0.121973735
B4gat1	0.196034188	4.333805773	0.021279302	0.122145796
Prr14l	-0.094267689	7.033436228	0.021390752	0.122735537
Atp9a	0.105644657	7.405066215	0.021404239	0.122762937
Lrrc3b	-0.122477355	6.13417612	0.021420043	0.122776054
Fam161b	-0.150160817	3.349485102	0.021423951	0.122776054
Tox2	0.126230943	4.918729405	0.021458239	0.122922563
Rasl11b	0.156557752	3.657521645	0.021490512	0.123057411
Kcnc4	-0.144673529	5.121026421	0.021518558	0.123167962
Fcgr3	-0.280543329	1.366586988	0.021544236	0.123249815
Pde2a	-0.105502825	7.728469736	0.021550351	0.123249815
Gabarapl1	0.133567679	6.578442506	0.021559251	0.123250694
Pllp	-0.181760749	4.285551845	0.021594002	0.123399068
Exoc2	0.103470527	7.271924558	0.021602718	0.123399068
Col22a1	-0.267279524	1.623443699	0.021648174	0.123608618
Ache	-0.242603908	3.487920525	0.021657694	0.123612891
Gcnt2	0.127121019	5.189144568	0.021691424	0.123727864
Fndc1	0.157533945	3.37127316	0.021695398	0.123727864
Col23a1	0.133685608	4.217144828	0.021709432	0.123757814
Cobll1	0.113918869	5.648403231	0.021728615	0.123763394
Fgf2	-0.270945592	1.703647892	0.021732962	0.123763394
Tfcp2	-0.102467305	5.244501281	0.021736758	0.123763394
Bicc1	0.132400985	5.777568932	0.021763313	0.123864543
Zfp423	0.145639831	5.67405751	0.021834088	0.124172831
Klf9	0.145193639	6.958079832	0.021835103	0.124172831
Mtf2	0.122832896	7.26017041	0.021879234	0.124373602
Gpld1	0.127464435	5.338973728	0.021899865	0.124440685
Ppara	0.158490699	2.807406685	0.021916485	0.12448493
Dnajb11	-0.150074564	4.648115287	0.021929334	0.124507724
Odf2	-0.13448893	6.102797786	0.022038089	0.125074807
Rspo3	-0.212652924	4.788843948	0.022082797	0.125278092
Pnpo	0.170774762	3.321350708	0.022111981	0.125393171
Fbxo38	0.096661284	6.652428038	0.022154445	0.125573162
Morn2	-0.175688408	3.086094831	0.022170436	0.125573162
Sypl2	-0.313579491	0.490042598	0.02217617	0.125573162
Cd4	0.262853491	1.174128924	0.022179364	0.125573162
Gm20063	-0.146816072	4.058339029	0.022287796	0.126136396
Mthfsl	-0.116390521	5.073994887	0.022299904	0.126154256
Tmcc3	0.097277227	5.942123669	0.022329305	0.126207811
Sowahb	0.231027706	2.607578433	0.022336152	0.126207811
St6gal2	-0.097970784	6.795735737	0.022336239	0.126207811
Gjb2	0.336810561	1.674508376	0.022410557	0.12657698
6030419C18Rik	-0.129977242	5.46411619	0.022459522	0.126783689
Gab2	-0.143463704	6.438340608	0.022465148	0.126783689
Ammecr1	0.147389141	5.826281621	0.022521305	0.12704973
Chic1	0.103247131	6.234716869	0.022540627	0.127107849
Syndig1	0.139195838	7.043647686	0.022552292	0.127122761
Cdk5rap2	0.107289397	6.314746124	0.022580291	0.127229695
Rab37	-0.261453915	2.153701077	0.022613488	0.127365817
Pde11a	0.150837619	4.424154109	0.022676242	0.127668242
St6galnac3	0.190657504	7.706336253	0.022718862	0.127857109
Mapk7	-0.15232374	3.023583906	0.022739702	0.127923308
Doc2b	-0.144240754	4.347717146	0.022757834	0.127936722
Smarca2	-0.09489913	7.81014364	0.022760841	0.127936722
Grin2a	0.19076642	9.69589421	0.022769323	0.127936722
Ninl	0.195359478	4.23899235	0.022817467	0.128156134
Xaf1	-0.190091073	2.339414933	0.022838096	0.128220897
Mfap2	-0.302765596	0.769410772	0.022897371	0.12850249
Fbxo25	-0.102944922	5.373285951	0.022916294	0.128557491
Chid1	-0.130894192	5.749807079	0.022938835	0.128632733
Rora	0.309233172	9.383808723	0.022953125	0.128661669
Rab27b	0.158058917	6.088785499	0.022970358	0.12870707
1110020A21Rik	-0.236780377	1.295432481	0.022980544	0.128712302
Nmral1	-0.173864086	2.373944477	0.022989559	0.128712302
Plekhn1	-0.200406811	2.605134163	0.023043783	0.128964651
Ndufs6	0.132310705	3.66174376	0.023100059	0.129177111
4930515L03Rik	-0.24669587	2.713375534	0.023100079	0.129177111
Utp15	0.09198175	4.775353338	0.023164775	0.12948751
Supt6	0.091133072	6.41944633	0.023175155	0.129494165
Tfip11	0.151161787	3.642248367	0.02319081	0.129530279
Notch3	0.226447423	4.158349594	0.023209321	0.129582313
Vmn2r29	-0.130756243	5.390738013	0.023243461	0.129721525
Scn8a	0.092582793	8.541243001	0.023266415	0.129798228
Trappc2l	0.162891523	2.944527951	0.023291285	0.129885553
Calhm2	-0.204550781	1.925214153	0.023330471	0.130025555
Trmt61a	-0.167242373	3.054392783	0.023334844	0.130025555
Igsf8	0.109834017	5.450214835	0.023358303	0.130066604
Nmi	0.267914721	1.079109103	0.023360671	0.130066604
Slc26a7	-0.35849777	2.22969682	0.023381113	0.130129008
Zbtb8a	0.189950479	2.590806723	0.02340695	0.130221372
Grm1	0.189735171	8.657676365	0.023460623	0.130460608
Mov10	-0.189865242	4.102575519	0.023475331	0.130460608
1700037H04Rik	-0.159697571	3.510313801	0.023477725	0.130460608
1700102P08Rik	-0.300121632	1.020077925	0.023533762	0.130694404
Man1c1	0.117716575	6.32997888	0.023538348	0.130694404
Mrps25	-0.136841834	4.433465689	0.023570571	0.130821775
Abcc5	-0.112191413	8.198865248	0.023587671	0.130865144
Cep131	0.196220441	3.543165747	0.023659062	0.131209563
Hip1	-0.106160808	6.250494468	0.023689554	0.131326985
Ints2	0.087850238	5.771401519	0.023725559	0.131474864
Fam114a1	-0.18969038	2.454185109	0.023789377	0.131776691
Ssbp4	-0.140933676	4.137489142	0.023821523	0.131867366
Neat1	0.149736182	5.78321408	0.023824462	0.131867366
Abhd14b	0.180954752	2.668402769	0.023926988	0.132360605
Tmem242	0.095692746	4.551335027	0.02393236	0.132360605
Pcsk7	-0.118622731	4.947118685	0.024023151	0.132789518
Med9	0.138875952	3.915940801	0.024028759	0.132789518
Zfp583	-0.142569041	3.660252631	0.024077883	0.13300883
Stk39	0.128916172	7.967014817	0.024087701	0.133010927
Hook2	0.184047967	2.625281279	0.02410695	0.133065077
Slc25a29	-0.170574984	2.732852188	0.02414481	0.133177773
Sod1	0.121760614	4.790211105	0.024146268	0.133177773
Hsph1	-0.177385317	6.547906142	0.024185157	0.133340074
Ric3	0.091509507	6.097714113	0.024234641	0.13356064
Tbx2	0.345209027	1.029030829	0.024269077	0.133661037
AI506816	-0.361206211	0.117282077	0.024271827	0.133661037
Pam16	-0.158617789	3.8433058	0.024314328	0.13384278
Tlr7	-0.275707601	2.492369866	0.024410806	0.13432139
Sh3tc1	-0.294205614	2.169143345	0.024448623	0.134476972
1110038F14Rik	-0.187590589	1.957067676	0.024478899	0.134576486
Slc1a4	-0.100321598	5.41283099	0.024485815	0.134576486
Ppp1r13b	0.08782375	6.623608288	0.024505111	0.134604805
Dnase1l2	-0.271791534	0.976853358	0.024517729	0.134604805
Ccdc13	-0.201199346	2.933606228	0.024519623	0.134604805
Stxbp1	0.09954345	8.063764606	0.024633408	0.135156323
Kmt2e	0.100845975	8.406313857	0.024642395	0.135156323
4933439K11Rik	-0.337411698	0.13361076	0.024651993	0.135156323
Wdr76	0.159769549	2.85460771	0.024658452	0.135156323
Tsen15	0.125996418	4.618856638	0.02468725	0.135261557
AI314180	0.105270848	8.627337664	0.024715687	0.135364734
Dennd1a	0.121445881	8.947183851	0.024788177	0.135709009
Lpcat2	-0.118085951	4.676013366	0.024820746	0.135834546
Brca1	-0.23906207	1.211083873	0.024866811	0.136033812
Hmcn1	-0.147924682	5.232407251	0.024899815	0.136161505
A330008L17Rik	-0.205517474	5.695506673	0.02493171	0.136283031
Cmklr1	-0.248002613	1.921073202	0.024972503	0.136453085
Etnk2	-0.200778002	3.019159371	0.025018208	0.136605198
Evi5l	-0.109560637	4.800660042	0.025034166	0.136605198
Ube2a	-0.125447804	4.201003451	0.025045557	0.136605198
Oat	0.128325955	4.95107219	0.025047993	0.136605198
Ubr3	0.099145436	8.719829313	0.02504881	0.136605198
Igtp	0.305316522	1.105536233	0.025091419	0.136779703
Cox15	0.122840933	3.923621133	0.02510738	0.136779703
Mzt2	-0.133420471	3.184104618	0.025109927	0.136779703
Pfkm	0.149962722	6.333031728	0.025162099	0.137010933
Plekhf2	0.133158356	3.831895215	0.025175864	0.137032939
A230056P14Rik	-0.184888588	2.903438595	0.025251992	0.137394238
Zfp326	0.089302764	6.33775329	0.025296534	0.137583463
Slx4	-0.114858002	4.786567413	0.025425465	0.138169706
Kcna5	0.303488023	1.503955779	0.025426194	0.138169706
Pxmp2	0.319779311	1.093446309	0.025433737	0.138169706
Mxi1	0.117504579	6.159595865	0.025462396	0.138209323
Cyp2j9	0.222427707	4.465220998	0.025487878	0.138209323
Patz1	-0.111792775	5.099403669	0.025488041	0.138209323
Atad2	-0.138474842	4.18210851	0.025495737	0.138209323
Qtrt1	-0.16045272	3.20542792	0.02550459	0.138209323
2410018L13Rik	-0.207149868	1.54743632	0.025508421	0.138209323
Zwint	0.131321168	7.869380149	0.025509683	0.138209323
Entpd5	-0.099386026	4.50710949	0.025534468	0.138290441
Khdrbs3	0.160113271	9.049000393	0.02556034	0.138377379
Minpp1	0.098726316	5.399091159	0.025615727	0.138590366
Hnrnpa0	0.175794828	4.570117696	0.025619352	0.138590366
Traf3	-0.10659369	6.483976258	0.025679752	0.138863799
Fez1	-0.096184509	6.519410902	0.025691579	0.138874466
St18	-0.246352685	7.192174907	0.025706816	0.138903547
Dzank1	0.096216167	7.37745989	0.025740305	0.138995502
Terb1	-0.179625489	3.224187856	0.0257508	0.138995502
0610037L13Rik	-0.119748578	4.670342713	0.025753424	0.138995502
Rfx1	-0.119810913	4.801906016	0.025803231	0.139211
Nmrk1	0.174780815	3.111880016	0.025824842	0.139274271
F8	0.154987456	3.601578303	0.025835738	0.139279733
Cd109	0.292235922	1.972768356	0.025886545	0.139500266
Rfx2	-0.167982487	3.077585933	0.025937734	0.139677671
Col11a1	-0.169403228	4.616169657	0.025939447	0.139677671
Tprgl	0.189528751	4.650884595	0.025949201	0.139677671
Rab11fip2	0.082668127	6.422240387	0.025978366	0.139781266
Ahsa1	-0.150522213	4.092570247	0.02603166	0.140014564
Ubqln2	0.174859989	5.589469846	0.026052315	0.140072195
Ppme1	0.096047517	7.085724552	0.026070578	0.140116928
Iglon5	-0.141886465	3.92118096	0.026104797	0.14024735
Ska2	-0.148514869	4.497146069	0.026133695	0.140343676
Sptlc1	-0.099999082	5.726755261	0.026142645	0.140343676
Ankrd39	-0.161199428	2.878458475	0.02616997	0.140436871
2900011O08Rik	-0.127769874	6.798728098	0.026214247	0.140620927
Nipal4	-0.253119133	2.657163925	0.02622987	0.14065119
Adh5	0.139239117	4.035651678	0.026273046	0.140671919
Dsg2	0.141578214	2.795304624	0.026278498	0.140671919
Phgdh	-0.127957707	4.160037589	0.026294193	0.140671919
Sgpp1	0.135519772	4.407694542	0.026305948	0.140671919
Surf2	-0.139892775	2.873156494	0.026311995	0.140671919
Tmed5	-0.167616584	4.148906025	0.026316377	0.140671919
Rcn1	-0.15399127	3.126496473	0.026318456	0.140671919
BC030500	-0.281320344	1.031662646	0.026319365	0.140671919
D4Ertd617e	-0.157306301	2.470467913	0.026323577	0.140671919
Bbc3	-0.25526342	1.473836147	0.026339336	0.140680564
Rims1	0.167719539	10.18184375	0.026346744	0.140680564
Stip1	-0.134960865	4.934216833	0.026355144	0.140680564
Med26	-0.125010886	5.169932999	0.02637874	0.140753199
Mysm1	0.102629701	6.857502192	0.026452915	0.14108254
Pfkp	-0.119760273	7.942544011	0.026469552	0.14108254
Samd3	0.286248757	1.618648904	0.026470496	0.14108254
Srf	-0.118638608	4.31336774	0.026491223	0.141139625
Trip4	-0.096889206	5.710392337	0.026508652	0.141142968
Sgk1	0.131098618	6.983276782	0.026511882	0.141142968
Rnf128	0.12806444	4.07829624	0.026530728	0.141189961
Sardh	-0.171206399	2.376685381	0.026553357	0.141257041
Emc9	-0.173513369	2.923803233	0.02662238	0.141570785
Pbx4	-0.182410324	4.285100097	0.026644429	0.14163459
Gramd1a	-0.123454848	5.72940347	0.026679557	0.141759279
Hcn4	-0.191922773	2.938689286	0.026688005	0.141759279
Sgpl1	-0.08459282	5.406944616	0.02672804	0.141918441
Rab3il1	-0.168010389	2.598488908	0.026744624	0.141927387
Psmd14	0.110967854	7.744475851	0.026750271	0.141927387
Vwa1	-0.223185253	4.124196692	0.02675994	0.141927387
Pitrm1	0.090504758	5.457516889	0.026780041	0.141980564
Slc25a3	0.106322517	6.948709994	0.026831122	0.142197884
B4galt2	-0.13813206	4.462854207	0.026856975	0.142281387
Ajap1	-0.101822967	6.490715281	0.026892584	0.142416493
Slc43a2	-0.121811971	5.870161387	0.026942228	0.142625799
Tep1	-0.174833461	2.6965935	0.026955544	0.142642708
Pigw	-0.203858344	1.875181059	0.027023102	0.142946532
Serpinf1	-0.358036898	0.520887101	0.027068786	0.143098654
Rasgrp1	0.101314563	7.984298989	0.02707217	0.143098654
Pus7	-0.124839482	5.16444556	0.027155138	0.143483389
Nov	-0.192593503	4.416154128	0.027241282	0.143884613
Atp10a	0.165030989	6.093555101	0.027338499	0.144321619
Syvn1	-0.123214685	4.164477631	0.027344502	0.144321619
Mapk12	-0.255780287	1.6064566	0.027409802	0.144612103
Zscan25	0.162617165	3.331954909	0.027449983	0.144769895
Lair1	-0.187717516	3.623744513	0.027462725	0.14478291
1810041L15Rik	-0.103829639	5.534924146	0.027476307	0.144787081
Plpp5	-0.138898059	3.793154802	0.027484065	0.144787081
4933427G17Rik	-0.383171271	0.573253961	0.027534719	0.144999722
Rin1	-0.129022227	4.482101484	0.02760479	0.14521703
Ptpn12	-0.10832968	7.242135995	0.027612088	0.14521703
Morn1	-0.145945658	5.087582492	0.027616349	0.14521703
Mboat7	-0.108101684	5.286124099	0.027617204	0.14521703
Chek1	-0.224920627	2.015130643	0.027698903	0.145592292
Rpusd3	-0.177238971	2.350410178	0.02774564	0.145783579
Zfp862-ps	-0.115247256	4.40440812	0.027884145	0.146456715
Kremen1	0.126722217	5.092228012	0.027926158	0.146622736
Cep70	0.101144143	6.211252591	0.027983313	0.1468681
Gm609	0.424688587	0.968265707	0.028018014	0.14699548
Pars2	0.218332563	2.224411109	0.028039421	0.14705304
1700052K11Rik	-0.175845823	2.027121682	0.028147044	0.147508833
Abcc6	-0.339816599	1.272248812	0.02815491	0.147508833
Zfp598	-0.147721155	4.198280543	0.028157732	0.147508833
P3h3	-0.14768612	3.687881218	0.028177824	0.147559232
Pam	0.113356441	8.813179952	0.028192854	0.147583097
Ppfibp1	0.127961809	6.25293209	0.028232469	0.147735593
Nadk	-0.10214996	5.582935923	0.028257806	0.147810827
Lca5	0.113570279	5.254613933	0.028267824	0.147810827
Sh3pxd2a	0.133640516	6.600221367	0.02832028	0.148030186
Ube2e3	0.123711191	7.189399024	0.028388319	0.14833081
Pih1d2	-0.176474353	2.222291397	0.028408393	0.148380682
Tom1l1	0.100344125	4.997146584	0.028424304	0.148381802
Pdss1	0.10178167	6.159961951	0.028429667	0.148381802
Agmo	-0.306814275	4.656144823	0.028491805	0.148597013
E230029C05Rik	-0.147015353	3.973309478	0.02849199	0.148597013
Aars	0.108925235	5.216986012	0.028506201	0.148604975
Hspb8	-0.244343123	2.198406004	0.028514608	0.148604975
Emg1	-0.10861637	3.951676359	0.028541522	0.148662292
Lcorl	-0.167423756	7.254959068	0.028552019	0.148662292
Dctn5	-0.098253244	5.168605444	0.028562296	0.148662292
Vamp2	0.164385674	6.78880719	0.028567803	0.148662292
Asns	0.102115793	5.364527244	0.028597629	0.148707857
Utp6	0.118574578	4.13502613	0.028597665	0.148707857
Ece2	-0.178902476	3.948122301	0.028613871	0.148737244
Vmn2r86	-0.239673397	2.267579826	0.028643695	0.148837369
Zfp40	-0.128247764	6.139790559	0.028664993	0.148893137
4632428C04Rik	-0.28542417	0.671423418	0.028696981	0.149004368
Tmed4	0.12447975	4.135213719	0.028715515	0.149045684
Mroh7	-0.167721464	2.458553107	0.028738579	0.149110478
Papss2	0.166915118	2.848891953	0.028751394	0.149122062
Bcar3	0.134541986	4.653423216	0.028802916	0.149334326
A830009L08Rik	0.274807356	2.717247357	0.028830588	0.149422819
Glul	0.18509195	8.361813651	0.028846512	0.149450383
Amhr2	-0.323846968	0.356476653	0.028868397	0.149508801
Aifm2	0.187234097	1.955261511	0.028882947	0.1495292
Dcbld1	-0.131620441	4.266380378	0.028925757	0.14969584
Cav1	0.201009279	3.526250466	0.02900919	0.150049844
Sspo	-0.235765402	1.694196789	0.029015457	0.150049844
Thoc6	-0.293542949	0.413169208	0.029191015	0.15090234
Aff2	0.199068896	7.375754843	0.029298374	0.151368438
Kif15	-0.267470396	0.970123099	0.029310618	0.151368438
Macf1	-0.097510338	10.00821446	0.02932431	0.151368438
Phip	0.148553966	8.712476246	0.02932965	0.151368438
Tvp23a	-0.113749198	4.927786979	0.029334885	0.151368438
Gnb1l	-0.152033551	3.77476693	0.029513237	0.152232993
Akr7a5	-0.175065613	2.954552293	0.029540403	0.152317363
Tmem51	0.174772658	2.366745516	0.02957389	0.152434255
Kntc1	-0.336953881	0.16659544	0.029591863	0.15247113
Hapln3	-0.369545881	0.420284762	0.029623195	0.152532008
Cfap53	-0.192678756	1.721687078	0.029633593	0.152532008
B3glct	0.130488049	5.259528675	0.029636151	0.152532008
Gusb	-0.169080071	2.539217268	0.029652111	0.152558432
Snx13	0.111067095	7.587851873	0.029705967	0.152779742
Ddhd2	0.087526147	6.163773646	0.02972608	0.152827407
Acsf2	0.163339929	2.449273621	0.02980873	0.153158471
2610524H06Rik	0.193349965	2.188172536	0.029812212	0.153158471
Fabp7	-0.263047196	2.638877903	0.029849966	0.153296543
Ifi35	-0.318765525	0.8033841	0.029875356	0.153371045
Itgbl1	-0.197068014	3.645545698	0.029893762	0.15340965
Smap2	-0.087359868	6.682827494	0.029916795	0.15347196
Thpo	-0.243208765	2.561113595	0.029939293	0.153478538
Shank1	-0.202479164	7.820230508	0.02993986	0.153478538
Nog	-0.318007146	0.437844977	0.030004442	0.153683208
Slc13a4	-0.226998321	2.356719253	0.030009814	0.153683208
5730405O15Rik	0.144513234	2.748514203	0.030012503	0.153683208
Cdc7	0.11098526	4.596440947	0.030037611	0.153706134
Rtn4ip1	0.113616295	4.568982037	0.030043813	0.153706134
Acsl1	0.098211	5.906920932	0.030049702	0.153706134
Nudt16	0.192769415	2.375729559	0.030063312	0.153719954
Cds2	0.118964657	7.926237057	0.030081436	0.153756838
Hmgcll1	0.136879621	6.986380677	0.030114294	0.153868973
Crlf1	-0.260694394	1.198241123	0.030138619	0.153934919
Lrfn2	-0.122554396	6.890477768	0.030156821	0.153934919
Lfng	0.180594982	3.693706833	0.030159971	0.153934919
Prr5l	-0.188223509	5.069063878	0.030248637	0.15433157
Stx4a	-0.172783491	2.856172912	0.030260769	0.154337591
Lpxn	-0.216862031	1.66968782	0.030279656	0.154378044
Igip	0.171615152	4.333149305	0.030312624	0.154490233
Snhg8	0.280286607	1.177281519	0.030362083	0.154686361
Pja2	0.131824102	8.335744195	0.030375025	0.154696368
Gprasp2	0.180135918	5.416131946	0.030448433	0.154990795
Fhod3	0.128768683	7.641939733	0.030454833	0.154990795
Pex16	-0.13151766	3.151444894	0.030504668	0.155188368
Slc25a4	0.192715049	5.82012172	0.030534902	0.155286121
Tet3	-0.125352294	7.373156088	0.030602171	0.155572075
Homer1	-0.167860357	9.459993148	0.030623438	0.155586332
Mob3b	0.103940549	4.546454047	0.030627057	0.155586332
Dok5	-0.118120113	5.868588897	0.030712827	0.155965822
Dkk3	0.118568984	6.451773586	0.030824983	0.156478984
Bccip	-0.126572151	3.858495028	0.030874769	0.156670342
Csf2ra	-0.203947904	2.686683083	0.030884914	0.156670342
Ppp1r14c	-0.101296489	5.444489307	0.031001616	0.157205746
Prokr2	-0.249272921	1.510756029	0.031023632	0.157260798
Ctsc	-0.17889604	2.923378769	0.031085442	0.157517457
Cyp4f16	-0.180458918	1.989100877	0.031166915	0.157873531
Gpatch2	0.107398932	6.848304046	0.031207369	0.158021647
Ugp2	-0.131018554	6.23388793	0.031243216	0.158110591
Mff	0.119024604	7.273889667	0.031247374	0.158110591
Kmt5a	-0.138508706	4.715334699	0.031348192	0.158513547
Dpp9	-0.118654249	4.839603641	0.031356394	0.158513547
Tmem132b	0.096630008	8.177010969	0.031360756	0.158513547
Sgcb	0.09191133	4.802114402	0.031417912	0.158745505
Sfxn3	-0.108851568	5.17101429	0.031434596	0.158772877
Rbm4b	-0.142477458	3.545541441	0.031451119	0.158779489
Tbc1d10a	-0.131224669	4.922291581	0.03145844	0.158779489
Dnm1	0.099834853	8.261257173	0.031617765	0.159526511
Hpca	0.114032373	6.282777142	0.031660356	0.159555366
Prim2	0.110778064	5.346194779	0.031670336	0.159555366
Bpnt1	-0.106794403	4.985851169	0.031672809	0.159555366
Tomm20	0.134811226	6.698734859	0.031674313	0.159555366
Ptpru	0.101535753	5.591902331	0.031680096	0.159555366
Pip4k2a	0.103683034	7.332722842	0.031693275	0.159564715
Rfc4	0.2291717	1.468642772	0.031717965	0.159595596
Tekt1	-0.263915264	0.951289411	0.03172206	0.159595596
Nmnat3	0.176891617	3.643119888	0.031760014	0.159696263
Pigm	-0.121257945	4.74621747	0.031767652	0.159696263
Fam118b	-0.101694741	5.956149302	0.031776066	0.159696263
Myo15	-0.255974729	1.13906733	0.031843283	0.159977019
Gm16062	-0.312685164	0.345534656	0.031900097	0.160182277
Alg2	0.161916067	5.458875707	0.031906873	0.160182277
Cysltr2	0.297925669	0.834533272	0.031961203	0.160397888
Sdk2	0.098032033	6.446233773	0.031980601	0.160438102
Rab26os	0.319650787	0.529093117	0.032107705	0.16091137
Tet1	-0.097181658	5.232550823	0.032108115	0.16091137
Mettl8	0.107095079	4.898869953	0.032109195	0.16091137
Gm5148	-0.182702375	2.848287274	0.032176309	0.161188436
Lyrm9	0.15550212	4.365668426	0.032187359	0.161188436
Cttnbp2nl	-0.093996795	5.771906067	0.032255184	0.161438764
Trub1	0.123011361	4.972245945	0.032260258	0.161438764
Ddc	0.218959623	3.17079042	0.032364489	0.16190287
Abhd6	-0.107463443	5.755778111	0.032379994	0.161922949
Nek3	-0.147544073	2.982968672	0.032410396	0.161983596
Rbbp8	-0.1191924	4.2710035	0.032415111	0.161983596
Trp53inp2	-0.120309231	5.636338346	0.032467315	0.162186955
Nkain3	0.210413592	7.975792467	0.03250214	0.162303386
Impa1	0.094907207	5.421001598	0.032550794	0.162488769
Ndufaf2	0.115431051	5.527456499	0.032606228	0.162707851
Ppib	-0.157437143	5.223634875	0.032666123	0.162949029
Ssh3	-0.216990589	3.912129169	0.032734135	0.163221363
Mettl14	0.104360462	4.269991799	0.032743883	0.163221363
Slc23a2	0.090962396	7.722156552	0.032757651	0.163232253
Mxd4	-0.126397723	5.330254838	0.032793846	0.163323504
Phka2	0.11291339	6.369307534	0.03280286	0.163323504
Gm16675	0.252822972	0.783406111	0.032810732	0.163323504
Eefsec	0.108224327	6.282160218	0.032839054	0.163398697
Cpxm2	-0.208040076	1.947497122	0.032853361	0.163398697
Cep128	0.148120757	5.200099661	0.032860624	0.163398697
B130024G19Rik	0.158136857	2.935804543	0.03297233	0.163847836
Dnm2	-0.133328278	6.641148119	0.032974203	0.163847836
Pmm2	-0.147362512	5.034413915	0.033004553	0.163940837
Cab39l	0.099316415	5.608689845	0.033022948	0.163974412
Slc2a5	-0.292572317	0.36003543	0.033040761	0.16399792
Spag4	-0.297964227	0.355098108	0.033074722	0.16399792
Arhgef5	-0.206918635	1.870662024	0.033091484	0.16399792
Kcng4	-0.288292839	1.213738107	0.033093688	0.16399792
Pipox	0.279744461	0.599607856	0.033094186	0.16399792
Wdr60	-0.090941902	5.353600258	0.033097508	0.16399792
Gid8	0.112715409	4.657649678	0.033125507	0.164078962
Rbl1	-0.167361972	2.817277648	0.033159501	0.164188976
Them4	-0.107825456	3.977112407	0.033172263	0.164188976
Tax1bp3	-0.291156658	0.778600912	0.033182671	0.164188976
Cd55	-0.16947646	2.869967785	0.033231255	0.164371656
Nt5e	0.160718518	3.38929493	0.033256965	0.164441103
Lrrc16a	0.103665228	7.414258515	0.033342628	0.164806843
Mad2l2	-0.1650648	2.145871758	0.033419843	0.165091641
Il3ra	-0.335333801	0.008022356	0.033423677	0.165091641
Pcx	0.094811834	5.576701051	0.033461476	0.165220434
Zfp946	-0.161355943	4.628058055	0.033511601	0.165339982
Gpt	-0.26507411	2.058194316	0.033528282	0.165339982
Slit2	0.207634967	7.808689049	0.033531527	0.165339982
Sox12	-0.179534223	3.199492709	0.033532619	0.165339982
Dcps	-0.12584477	4.531135535	0.033648102	0.16574668
Zfp945	-0.143128566	5.304061881	0.03364838	0.16574668
Zranb2	0.104676347	7.690504972	0.033653752	0.16574668
Tmem212	0.23097844	3.517787806	0.033662149	0.16574668
Pdp2	0.187624922	2.07229777	0.033725421	0.165987264
Icam1	-0.37387202	0.458491909	0.033734567	0.165987264
Ankra2	0.107115089	4.291504566	0.033750327	0.166006843
Zfp521	0.158111692	6.02282971	0.033765194	0.166022022
Ptgs2os	0.232158294	1.585342492	0.033785758	0.166065193
Tsr2	0.154984878	3.860996696	0.033804704	0.16610038
Ddx3x	0.156624869	6.733691811	0.033817592	0.166105789
Nt5c3b	-0.148906793	4.640311053	0.033873242	0.16632116
Cfap57	-0.355957687	1.044645399	0.033973839	0.166756997
Heg1	0.147131168	5.707570348	0.033996358	0.166809427
C530044C16Rik	0.244416058	1.091225343	0.034054112	0.166934412
AU022252	-0.152452507	3.18784003	0.034056098	0.166934412
Fry	0.094973407	8.509282165	0.034068963	0.166934412
Gm13830	-0.214932305	3.206581682	0.034080298	0.166934412
Slc7a10	0.159120032	3.994076092	0.03408106	0.166934412
Sh3d19	0.118155099	5.064262916	0.03417484	0.167335597
Mrpl16	0.187356965	2.946056281	0.034219929	0.167498172
Rnf122	-0.155353389	2.656495116	0.034312014	0.167890589
Cbl	-0.094440741	6.542818828	0.034426758	0.168393568
Phyhd1	-0.155662024	5.12658906	0.034449355	0.168445634
Kirrel2	-0.262781167	1.043692524	0.034482737	0.168550377
Tmem29	-0.097307767	5.737289682	0.034551685	0.16882883
