Gene	logFC	logCPM	PValue	FDR
Rasl11b	0.283460377	4.071487687	0.002087737	0.02459254
Mrap2	-0.383887669	2.333026705	0.002099455	0.024710171
Adam9	0.152264238	6.047778045	0.002105732	0.024763619
Cdkn1b	0.249634277	4.75796487	0.002107749	0.024766919
Dynlt1a	-0.245625994	2.745984081	0.002112691	0.024804552
Pde4a	-0.164351476	6.648198769	0.002154896	0.025279266
Serinc1	0.285140031	8.553026716	0.002157173	0.025285183
Tpbg	0.348018464	3.700258947	0.002166883	0.025378017
Cyp2j6	0.187614123	4.653407199	0.002168651	0.025378017
Chrna4	0.274623534	4.639702801	0.002185857	0.025558405
Cbx7	0.185230653	4.95647323	0.002192436	0.025597768
Lrrtm2	0.307895259	6.004476852	0.002192813	0.025597768
Ctnnb1	0.200096777	7.965221423	0.002198876	0.025647562
Hn1	-0.184155045	4.583839184	0.002202002	0.025663037
Map2k3os	-0.459850727	0.657730156	0.002204274	0.025668549
Rfx1	-0.162283733	4.817250414	0.002209129	0.025704103
2610524H06Rik	0.258141681	2.477051445	0.002220454	0.025814815
2310002D06Rik	-0.457351287	0.50768534	0.002223399	0.025828003
Wdfy4	-0.24005937	2.559596766	0.002226683	0.025845107
Nectin3	-0.224473067	6.846889244	0.002238949	0.025966353
Rorb	0.23091215	7.290005075	0.002249809	0.026057624
Mdh1	0.255604833	7.305354239	0.002250473	0.026057624
Sparc	0.236244155	6.304908835	0.0022652	0.026206879
Atp6v1b2	0.232511159	7.805167795	0.002267509	0.026212326
Gpatch4	-0.218358867	3.161029561	0.002275086	0.026278624
4930590J08Rik	-0.284857661	2.097549545	0.002283235	0.026351417
Scel	-0.278662114	2.258804539	0.002286639	0.026369363
Hnrnph2	0.201794196	4.65416916	0.002292474	0.026394798
Cfap100	0.242536006	3.671433637	0.002293486	0.026394798
Gpm6a	0.236830198	9.99661631	0.002294395	0.026394798
B630019K06Rik	0.380647589	3.33168931	0.002305345	0.02649939
Pla2g5	-0.405946729	0.999601142	0.002314409	0.026582165
Robo2	0.378699101	9.138047737	0.002322034	0.026637767
Fhl3	-0.497176321	0.28054578	0.002322985	0.026637767
0610037L13Rik	-0.188854392	4.613528904	0.002333438	0.02672388
Coa4	0.410317725	0.836802915	0.002334241	0.02672388
Ino80dos	-0.194138312	5.860622158	0.002347711	0.026848458
BC004004	0.170421357	5.124855991	0.002348887	0.026848458
Cpsf4	-0.165777751	4.412782776	0.002373881	0.027112415
Ptprc	-0.318788805	2.768273826	0.002378951	0.027148592
Lrrc29	-0.226849914	4.563882933	0.00238801	0.027230187
Fam20c	-0.185819594	5.411518616	0.002393384	0.027266733
Emc1	0.245860985	6.103688175	0.002395038	0.027266733
1700063D05Rik	-0.500661813	0.705239385	0.002401018	0.027313019
Tonsl	-0.330647814	1.253965041	0.002405446	0.027341588
Gpr4	-0.322591821	2.223394296	0.002416084	0.027440634
Aplp2	0.199121961	8.194692065	0.002419108	0.027453127
Ttll9	-0.402363822	1.229028086	0.002434748	0.027608647
Cep85	-0.150405558	5.028230085	0.002439302	0.027638319
Ociad1	0.197665835	7.725820346	0.002455615	0.027801066
Trit1	-0.16091971	5.984314935	0.002473586	0.027982318
Ier5	0.361935679	4.952939967	0.002487976	0.028122803
Bloc1s2	-0.195235183	3.37997496	0.002491545	0.028140849
Gstm1	0.256875511	4.74407084	0.002500044	0.028214501
Cgn	-0.33446475	1.566497789	0.002508372	0.028285112
Zwint	0.20443783	8.125324736	0.002510267	0.028285112
Phkg2	-0.180632814	4.361422388	0.002514006	0.028304894
Dek	0.165554358	5.19574045	0.002519876	0.028331849
Mlxip	-0.15684184	5.603757021	0.002520373	0.028331849
Nr2f2	0.247967998	4.066769867	0.002535788	0.02848269
Gpnmb	0.442944519	0.851908506	0.002540716	0.028515591
Paqr9	0.254725222	4.240748553	0.002547707	0.028571573
B9d1	-0.191644677	3.788547441	0.002570914	0.028809181
Rbm10	-0.135764228	5.466022772	0.00257918	0.028837781
Ndrg4	0.265391997	9.140142222	0.002579956	0.028837781
Traf3	-0.166567643	6.585106139	0.002581193	0.028837781
Tubg2	0.312817775	2.906781717	0.002582621	0.028837781
Sowahb	0.367828411	3.093115921	0.002583574	0.028837781
Trim46	-0.173614069	5.314947273	0.002585778	0.028839815
Rad21	0.165379166	6.169777024	0.002591941	0.028877081
Ube2r2	-0.174120921	6.356198613	0.002594261	0.028877081
Calcr	0.958524406	0.658365405	0.002595192	0.028877081
Masp1	0.185915375	3.877485746	0.002597442	0.028879582
Adora2a	0.236495571	4.720769194	0.0026086	0.028981063
Mettl11b	-0.445829288	1.212237998	0.002615249	0.029017289
6430573F11Rik	0.213026243	4.377446844	0.002615929	0.029017289
Epb41l4b	0.218380317	5.641791217	0.002619235	0.029031386
Tenm2	0.367897678	10.55978313	0.002628681	0.029113459
Pus7	-0.169343946	5.113777014	0.002634863	0.029159285
Hrh1	-0.182181763	4.950162452	0.002657469	0.029386665
Pcdh9	0.404646538	11.96691521	0.002660075	0.0293927
Kcnh4	-0.192725991	3.537423109	0.002662508	0.029396807
Itgav	0.181093009	7.159023634	0.00266905	0.029439966
Fam217b	0.225597162	3.71156953	0.002672708	0.029439966
Pcsk1	-0.287366958	5.689360266	0.002673929	0.029439966
Mroh5	-0.251543463	2.299786224	0.002674672	0.029439966
Syt17	-0.206397301	5.619827494	0.002687569	0.02955541
Ddx28	0.382731537	2.240298542	0.002689304	0.02955541
Smim10l1	0.256990461	5.501802513	0.002693508	0.029558877
Cnih3	-0.165697461	6.139608692	0.002695478	0.029558877
Adamts8	-0.374901288	1.029567162	0.002695836	0.029558877
Ankrd42	-0.245295352	4.916939675	0.002741121	0.030032328
Retsat	0.374686392	2.359013578	0.002745118	0.030040468
Scamp1	0.168147408	7.338598232	0.002746076	0.030040468
Traf3ip1	-0.180863171	4.784574347	0.00275252	0.030087888
Aph1b	0.181907381	4.772048008	0.002796583	0.030531697
Necap1	0.210754417	6.002120391	0.002797401	0.030531697
Armc4	0.274510491	3.375792966	0.002822557	0.030782701
Insig1	0.225773462	5.364523412	0.002830409	0.030822726
Mrps25	-0.17242585	4.449204737	0.002830548	0.030822726
Cep41	-0.194350872	3.001466938	0.002862014	0.031141592
Alcam	0.25305507	8.570254178	0.002871377	0.031200195
Il15ra	-0.267459671	3.514066061	0.002871774	0.031200195
Rpain	-0.233622162	3.70880428	0.00287592	0.031221464
Naip2	-0.389560966	1.036137552	0.002880729	0.031249884
Tdrd6	-0.537175976	0.182452598	0.00288478	0.031259486
Kif23	-0.294110062	1.414946358	0.002885997	0.031259486
Saraf	0.249236279	6.428083926	0.002889461	0.031273262
4931440J10Rik	0.232953795	3.775118221	0.002911419	0.031465416
Rsph3a	-0.221298143	2.517480767	0.002911626	0.031465416
Yif1b	0.253053802	3.218021042	0.002929267	0.031632087
Trim17	-0.339286179	1.9924897	0.002952164	0.031789264
Orai1	-0.22635895	2.791557384	0.002952872	0.031789264
Cfap74	-0.206333763	3.994676963	0.002957231	0.031789264
Gabarapl1	0.25356152	7.066270366	0.002960719	0.031789264
Rps27	0.269098013	3.809741377	0.002963301	0.031789264
Sypl	0.168052287	6.167959665	0.002965501	0.031789264
Slc25a11	0.268723443	4.477762983	0.002966639	0.031789264
Spns2	-0.152971827	6.119990559	0.002967145	0.031789264
Scn2a1	0.203688156	8.89627969	0.002970194	0.031789264
Ttll4	-0.155258564	5.280802033	0.002970853	0.031789264
Spink10	-0.329161402	4.88167523	0.002971542	0.031789264
Abcd2	0.151020242	5.575322497	0.002972784	0.031789264
Six3os1	0.33532657	1.969172634	0.002975155	0.031789264
Pfn2	0.239553684	7.061842686	0.002975264	0.031789264
Nudt9	0.160159383	4.145690467	0.002977249	0.031789264
Ak6	-0.206125223	3.450225567	0.002991897	0.031921769
Frrs1	-0.340395759	1.702623635	0.002999949	0.031983763
Slc6a11	0.200806063	6.888932924	0.003009691	0.032063665
Tulp3	-0.152830082	5.296894718	0.003014906	0.032095254
Ilkap	-0.149860507	5.872984262	0.003022873	0.03215607
Ptpn1	-0.133509876	6.43500472	0.003027379	0.032175142
Heph	0.32143128	3.019239968	0.003029177	0.032175142
Cse1l	0.136088055	5.938303458	0.003043583	0.032304097
Abracl	-0.230140962	3.004681104	0.003051261	0.032358637
Slc25a4	0.287584127	6.417487586	0.003053801	0.032358637
Dedd2	-0.193397895	3.771943915	0.003055526	0.032358637
Pnpo	0.253839867	3.608979365	0.003066062	0.032446129
Mylip	-0.187832365	4.415305184	0.003071779	0.032482526
Btbd3	0.192913247	7.284609157	0.003074298	0.032485084
Zbbx	-0.237667279	3.445374245	0.003086321	0.032553895
Map6d1	-0.223487785	4.661003466	0.003086541	0.032553895
Lrrfip1	-0.187813869	7.505286596	0.003088561	0.032553895
Stk35	-0.13741686	5.618007623	0.003089939	0.032553895
Gm973	0.266648677	4.740944641	0.00309593	0.032592944
3110056K07Rik	-0.179680395	5.283741413	0.003104891	0.032663177
Thbs1	0.431595289	2.211291001	0.003113209	0.032689269
Tmem106a	-0.438704892	0.551045434	0.003113725	0.032689269
Gpr22	0.382471993	5.254746068	0.003114246	0.032689269
Trim32	0.252292323	6.120403833	0.003119423	0.03269612
Slc29a1	-0.250245938	3.133501045	0.003119801	0.03269612
Lmntd1	0.468313631	0.745926014	0.003121775	0.03269612
Thbs2	0.263640137	2.816912373	0.003137541	0.032837136
Relb	-0.247591747	2.169059484	0.003146704	0.032908899
Btk	-0.443825918	0.517397509	0.003149693	0.032916024
Nxn	0.266867174	5.106767744	0.003159922	0.032998744
Pip5k1a	-0.149606691	6.502883403	0.003163692	0.033009119
Crip1	0.493322374	0.597936617	0.003169908	0.033009119
Ace	-0.308242165	2.974824957	0.003170123	0.033009119
Fam222b	-0.180506867	6.243910293	0.003170171	0.033009119
Fam118b	-0.189145515	5.907286095	0.003175125	0.033018833
Drc7	-0.328112999	1.788192176	0.003175733	0.033018833
Ppef2	-0.317969086	1.270006405	0.00318332	0.033073608
Fam196a	0.184852334	4.779313259	0.003200969	0.033232773
Ifitm10	-0.20663569	3.600938169	0.00320969	0.033299077
Usp13	-0.183118048	6.015618305	0.003217941	0.033360417
Bex1	0.400739066	2.461378244	0.003233524	0.033478504
Slc9a2	0.20646944	4.003403919	0.003234026	0.033478504
Asns	0.16362171	5.521949316	0.003238369	0.03349915
Ddx1	0.138733781	6.066915489	0.003240888	0.033500921
AA465934	-0.244936955	2.746295196	0.003265931	0.033735336
Adipor2	0.197669461	6.435561083	0.003270984	0.033736534
Btbd16	-0.483380525	0.580223001	0.003271722	0.033736534
Ccdc166	0.336997492	1.555066152	0.003273141	0.033736534
1700024P16Rik	-0.342892741	2.059579961	0.003283268	0.03381647
Gm16291	0.451190203	0.407821412	0.003288404	0.033825738
Zfp474	0.350445887	1.731909425	0.00329023	0.033825738
Ndufs2	0.214661525	5.562850467	0.003291281	0.033825738
2900097C17Rik	0.298779717	7.105817768	0.003311741	0.034011509
Esd	0.157278498	4.723158697	0.003316945	0.034040448
Bhlhe41	0.183004486	4.99313357	0.003323388	0.034082053
Phex	-0.305344174	3.117666301	0.003330063	0.034125967
Atp1a3	0.298945316	9.346819027	0.003337348	0.034147058
Itga10	-0.297820021	2.040083773	0.003338853	0.034147058
Sgcz	0.417267035	10.34081376	0.003340601	0.034147058
Mrpl44	0.256512443	2.991132545	0.003341696	0.034147058
Lmbrd1	0.143894562	7.781002639	0.003356022	0.034268904
Sema6c	-0.232058903	3.457659843	0.003360095	0.034285948
Gamt	-0.343966804	1.657243091	0.003371256	0.034375241
Ubqln2	0.299858866	6.271906263	0.003381813	0.034458261
Ugdh	-0.170188128	4.367601912	0.003387142	0.034458742
Txlng	-0.180611307	6.09349173	0.003390717	0.034458742
Fanca	-0.366684435	0.832294054	0.003391489	0.034458742
Glul	0.28481354	8.980452102	0.003391523	0.034458742
Tmem59l	0.277405211	5.627086823	0.003406229	0.034583533
Rnf182	0.194752839	4.883519199	0.003417028	0.03465508
Ncmap	-0.397074053	0.871926576	0.003419028	0.03465508
Gprasp2	0.228202842	5.625459673	0.003420564	0.03465508
Slc38a1	0.198357673	7.413962538	0.003432694	0.034753281
Acot7	-0.20609503	6.893047282	0.003440778	0.034810423
Scml2	-0.260438424	2.229193018	0.003443515	0.034813425
Col18a1	-0.311800658	2.030938269	0.003449977	0.034854056
Actr8	0.139606938	5.130372913	0.003459526	0.034911495
Gm5089	0.279064319	4.247957485	0.003460558	0.034911495
Mtg2	-0.192648148	3.97729098	0.003463036	0.03491181
Baalc	0.25344912	5.983952971	0.003466674	0.034923805
Phyhip	0.254635555	6.62764948	0.003470674	0.034939424
Orc3	0.173626664	6.301843706	0.003473677	0.034944991
Bri3bp	0.241389895	6.321979537	0.003483834	0.035022478
Arhgap23	-0.164512956	6.620752613	0.003493385	0.035093758
Rilpl2	-0.204327276	3.509026254	0.00350749	0.035210653
Fam134a	0.276652513	5.848135954	0.003522179	0.035333251
Dnah7b	-0.233782051	4.514569544	0.00352653	0.035343751
Cacna2d4	-0.351691336	2.027764258	0.003528181	0.035343751
Aldh3b1	-0.382241131	0.875002386	0.003535043	0.035387644
Axin1	-0.162421072	5.5376836	0.003538491	0.035397316
N4bp2	-0.182026736	4.947804985	0.003549545	0.035483015
Itgb3	0.225372616	2.597300415	0.003559042	0.035553033
Abhd13	0.178386582	5.640116189	0.003567065	0.035608242
Angpt2	0.405795735	1.00362735	0.003573628	0.03562685
Lgalsl	0.213094078	5.335797366	0.003573924	0.03562685
Scrn3	0.149062887	4.347537896	0.003600524	0.035866954
Macrod1	-0.152267046	4.293178695	0.003607638	0.035907948
Creg1	0.25472809	3.487175101	0.003609674	0.035907948
Fbxw4	-0.200176786	6.213451244	0.003615668	0.03593096
Prkcg	-0.214907175	6.341966242	0.003617025	0.03593096
Zc3h7a	-0.155696961	6.213562381	0.003642	0.036153886
Tekt5	0.266942055	1.919964059	0.003645588	0.036164334
Pnrc1	0.251493859	4.960201002	0.003670431	0.036375003
Ldlr	0.249067599	4.546201021	0.003671925	0.036375003
Pkib	-0.292058685	3.963902849	0.003680346	0.036433125
Itpkc	-0.19071239	3.514656271	0.00371498	0.036750476
2810429I04Rik	-0.317454143	1.91082522	0.003740106	0.03696154
Gab3	-0.316948779	3.786256805	0.003743262	0.03696154
Lrrc61	0.165598575	3.936691576	0.003744089	0.03696154
Prkd1	0.291771852	7.084393535	0.003752932	0.037023219
Zfp105	0.290785588	2.282662281	0.003760423	0.037071479
Gpr19	-0.15112454	5.201748192	0.003784028	0.037278424
Ncapg	-0.505843278	0.166309841	0.003792849	0.037339542
Pcbp1	0.279138716	5.098892127	0.003796219	0.037346942
Itih3	0.348556896	3.673038235	0.003816824	0.037523769
Hcn1	0.311241939	8.592713374	0.003843851	0.037763453
Txlna	-0.165575476	4.851655648	0.003847245	0.037770783
Mypn	0.350990339	2.083598384	0.003856058	0.037805347
Slit2	0.286000953	7.465431025	0.003856066	0.037805347
Rps5	0.272837706	4.901785902	0.003859246	0.037810539
Pacsin2	0.174033088	6.120402939	0.003875053	0.037939351
Gapdh	0.294929627	6.485528476	0.003894808	0.03810471
Elovl5	0.143241807	6.332587667	0.003897285	0.03810471
Stat3	0.134190474	5.418126995	0.00390144	0.038119202
Mpi	-0.174361326	4.377251956	0.003906004	0.03813768
Stac3	-0.45099943	0.80051735	0.003913573	0.038185448
Zfp949	-0.130621862	5.529243012	0.003919614	0.038218245
Mafg	-0.202495254	5.035258578	0.003933068	0.038323235
Cpne3	0.13699185	5.588361131	0.003968814	0.03864514
Gnaz	-0.147257678	5.918019688	0.003978336	0.038711439
Eif3f	0.199190553	4.768719517	0.003989567	0.038794259
Pvr	-0.190314504	3.83400439	0.003992786	0.038799112
Lrrn2	-0.172685529	6.956051174	0.003998641	0.038811924
St8sia5	-0.181555926	6.272955938	0.003999546	0.038811924
Sorcs1	0.328303277	8.242767039	0.004007593	0.03884636
Rgs19	-0.270632309	2.764196401	0.004009839	0.03884636
Tspan17	-0.244058291	3.445183299	0.004011265	0.03884636
2900011O08Rik	-0.180926023	6.899016847	0.004033046	0.039030806
Phlpp2	-0.146351953	6.510749472	0.004039319	0.039065003
Gucy1b3	0.156481484	7.140494854	0.004052863	0.039159738
Evi5l	-0.146556915	4.950752716	0.004054604	0.039159738
Lrp12	0.154099744	6.778203326	0.004060004	0.03918536
Rasal3	-0.4646071	0.502300863	0.004064531	0.039202529
Srpr	0.191964634	4.949241925	0.004069982	0.03922858
Sox9	0.31669765	4.405880691	0.004077924	0.039278583
Nt5m	-0.142051073	5.206544853	0.004083946	0.03931005
Pgr	0.205380218	5.704202001	0.004087596	0.039318646
Magi1	0.223732162	8.599672945	0.004093658	0.03935043
Pdlim1	0.223465254	3.03687411	0.004096918	0.039355245
Marc2	0.134959266	5.187982017	0.00411386	0.039481769
Prdm8	0.226075136	3.738662202	0.004115625	0.039481769
Klf8	-0.252145581	5.017021046	0.004119716	0.039494457
Lhfpl5	-0.424034293	0.489778795	0.004125204	0.039500947
Med30	0.196657546	3.178188455	0.004125931	0.039500947
Irf2bp1	0.290829729	4.090819335	0.004131829	0.039530875
Zfp667	-0.186860726	4.285866028	0.004142637	0.039607715
Gm14827	-0.403748883	1.293234183	0.004162976	0.03977552
Nr1h3	-0.405067744	1.151260195	0.004177926	0.039880482
Wnt7a	-0.235436032	3.712535496	0.004182602	0.039880482
5330434G04Rik	0.310191489	5.474991907	0.004186681	0.039880482
4933413G19Rik	-0.348994287	1.108772528	0.004189389	0.039880482
6820408C15Rik	-0.283650364	2.338067299	0.004190139	0.039880482
Amhr2	-0.469836795	0.243878828	0.004190735	0.039880482
Mx2	-0.336634206	2.06228716	0.004223257	0.040163177
Ucp3	0.403464369	0.955947187	0.004241227	0.040282285
Kcna5	0.350752713	2.12338028	0.00424143	0.040282285
Hrh3	-0.253993672	4.69008337	0.004244499	0.040284616
Mctp2	0.456366354	4.224019045	0.004253653	0.040344657
AI115009	-0.263183701	2.449503716	0.004256488	0.040344715
2410018L13Rik	-0.317897374	1.38033881	0.00426558	0.040384762
Actg1	0.287598187	5.348879348	0.004268087	0.040384762
Reck	0.181307263	5.813839374	0.004269206	0.040384762
Ptgs1	-0.226320328	3.278951241	0.004275658	0.040418992
Tbc1d10a	-0.144015683	5.02330967	0.004279079	0.040424548
Hs3st2	0.173586446	6.181353733	0.004283948	0.040443756
Krt9	-0.43715685	0.200240782	0.004303514	0.040578886
Prex2	0.20482016	7.691048525	0.004306278	0.040578886
Dpf3	-0.212754249	5.05531309	0.004306795	0.040578886
Npas3	0.279777343	8.694783591	0.004327913	0.040750946
Suv39h2	-0.239994332	2.926866978	0.004335208	0.040792704
Lrrc58	0.186520332	7.376434835	0.004340317	0.040813857
Fam188b	-0.202554043	5.133978384	0.004359954	0.040971502
Dkk2	-0.347257738	1.414424323	0.004364916	0.040991134
Cdh18	0.352567396	7.890377091	0.004383238	0.041136115
Tmem106c	0.259681938	2.88735127	0.004393038	0.041200975
Cacng3	-0.233530898	6.82700643	0.004397887	0.041219357
Grin1	0.187202526	7.882685129	0.004402948	0.041239697
Atp6v1a	0.205828632	7.79521994	0.004415332	0.041328551
Mzf1	-0.23906331	3.536348954	0.004426814	0.04140885
Glrb	0.178203249	7.556600471	0.004439828	0.041503376
Psmd10	0.230179055	2.466618012	0.004471194	0.041769206
Eif2b3	-0.169906254	4.645444964	0.004480297	0.041826858
Pbld2	-0.27334973	2.090534675	0.004500311	0.04198622
Kdm2b	-0.159113034	5.157125129	0.004509517	0.042044612
Sntn	0.386834315	0.99666484	0.004517822	0.042094532
Ccdc186	0.135402183	5.142144964	0.004522891	0.042114254
Mpc1	-0.148319864	5.908824079	0.004532364	0.042153914
Plpp6	0.234971037	4.730025318	0.00453306	0.042153914
Scrt2	-0.177520829	4.119271534	0.004542437	0.042213593
Rbms1	0.239168293	7.063656283	0.004567666	0.042413907
9430015G10Rik	-0.16218598	4.50524237	0.004570194	0.042413907
C130074G19Rik	0.255969551	3.967228519	0.004573583	0.042413907
Slc7a6	-0.165668161	5.958629853	0.004575885	0.042413907
Eif4e2	-0.123585615	5.871736102	0.004588649	0.042477133
Rnf138	-0.135907644	5.615834844	0.004588662	0.042477133
Cdc42ep4	0.207039745	4.87062794	0.004592589	0.042485916
Kcnj5	-0.579561607	0.534669261	0.004598151	0.042509803
Ror1	0.327940163	5.624620801	0.004602012	0.04251794
Ralgps1	-0.185615882	8.289434318	0.004608831	0.042553379
Hs6st2	0.263903445	6.88965675	0.004614932	0.04256346
Cxadr	-0.136972678	6.363194114	0.004616767	0.04256346
Pithd1	0.169358429	4.671656096	0.004618874	0.04256346
Wipf3	0.182044822	6.726956268	0.004626169	0.04260316
Cdo1	-0.18065033	4.066248534	0.004653063	0.042800579
Zbed4	-0.186923664	4.453220595	0.004656288	0.042800579
Cd200r1	-0.311367713	1.334078484	0.004656607	0.042800579
Grk4	-0.245609435	4.083070868	0.00466201	0.042822647
Utp15	0.146634253	4.822884711	0.004666866	0.042839671
Sorl1	0.181464849	8.37475394	0.004678378	0.042917726
Prkca	0.202324824	8.748233506	0.004684304	0.042944469
Ddah1	0.179385172	6.034293362	0.004691673	0.042983342
Cav2	0.24491198	4.499046568	0.00469457	0.042983342
Gtf2h2	-0.160858008	5.300588272	0.004713616	0.043130036
Nxph2	-0.332782648	2.218191824	0.004732203	0.043272356
Crocc	-0.197101715	5.092235866	0.004737691	0.043294783
Ttc25	-0.34876676	1.362700896	0.004752025	0.04338346
Cars2	-0.168159304	4.367293756	0.004753477	0.04338346
Zfp92	-0.267340277	2.029860244	0.004766227	0.043472014
Fam134b	0.157802258	6.531925577	0.004772233	0.043498983
E2f1	-0.307054976	2.00242231	0.004783664	0.043575329
Zik1	0.157060713	4.461755547	0.004799869	0.043695041
Abcc5	-0.150967855	8.078875814	0.004827115	0.043874688
Mon1a	-0.172172641	4.071956326	0.004827852	0.043874688
Wnt7b	-0.204086371	4.167082721	0.00482883	0.043874688
Cdh23	-0.308923603	2.416121158	0.004834494	0.043898187
H2-T22	-0.238181627	2.201444442	0.004839448	0.043915216
Rasd2	0.236894239	5.998852955	0.004850737	0.043989681
Ppp2r1a	0.229341715	7.087886597	0.004856511	0.044005104
4930538K18Rik	-0.258602095	1.80293619	0.004860995	0.044005104
Galm	-0.345911242	1.00175012	0.004862516	0.044005104
Atpaf2	-0.14838861	4.564416377	0.004864777	0.044005104
Lypd6b	0.245054548	4.00479065	0.004884396	0.044114272
Heatr1	-0.136609694	5.366685412	0.004884907	0.044114272
Slc14a2	0.351546708	1.960689127	0.004886123	0.044114272
Tmem192	0.191811062	3.497220812	0.004891089	0.044131173
Slc22a5	-0.165921355	5.222828075	0.004900495	0.044161003
Chn1	0.162185974	8.789871001	0.004900587	0.044161003
Desi1	-0.132214807	6.059320148	0.004926085	0.044362758
Spry2	0.220168081	5.402663254	0.004943748	0.044493736
Cyp4f16	-0.26321517	2.23385462	0.004975529	0.044750579
Kcng1	-0.266256187	3.497150621	0.004978561	0.044750579
Ppargc1a	0.203640501	6.69605176	0.004999862	0.044867042
Epn2	-0.14097919	7.60119459	0.005000213	0.044867042
Zc3h18	-0.138586491	5.378482541	0.005000953	0.044867042
Brip1	-0.399727628	0.469426535	0.005007384	0.044896503
Fbln1	-0.260324144	3.223517902	0.005013259	0.044919985
5730422E09Rik	-0.23829619	4.777045713	0.005016301	0.044919985
Polr2m	0.23122462	5.624634893	0.005030148	0.04501311
Ngb	-0.436414086	0.453182954	0.005033012	0.04501311
Pmm2	-0.17937331	4.99019994	0.005056806	0.045197576
Rpl3	0.240274285	5.860119126	0.005065414	0.045246169
Lancl2	0.133864413	5.824195956	0.005080638	0.045353758
Gnb1l	-0.175718378	3.87715007	0.005083847	0.045354024
Unc13b	-0.187826912	6.855610065	0.005091715	0.045395819
Dbndd1	-0.277703152	2.699203989	0.005102371	0.045457331
Ddx31	-0.166757982	4.750508927	0.005104987	0.045457331
Zrsr1	0.227492757	4.853536826	0.0051104	0.045477138
Rab11fip5	0.150113887	6.02241728	0.005117404	0.045511075
Kcnmb1	0.397503885	0.655417533	0.005128407	0.045568587
Atp5g3	0.245421985	5.512094952	0.005130259	0.045568587
Eno2	0.274123409	7.668337541	0.005138873	0.045616695
Il6st	0.161966013	6.483206542	0.005152407	0.045708387
Ap5s1	0.22260645	2.795081356	0.005157894	0.045728627
Pygl	0.3078537	1.341492792	0.005169865	0.045806286
Dld	0.13775932	5.852573192	0.005188978	0.04594708
Gnl1	0.255955173	5.174450699	0.005192197	0.04594708
Ddx25	0.192149168	3.939816323	0.005202199	0.046007048
Hlcs	-0.213605873	5.217560126	0.005218203	0.046058045
Disp1	0.180641466	5.383738381	0.005219046	0.046058045
H2-DMa	-0.167099242	4.063051273	0.005219051	0.046058045
Igfbp4	0.254011472	4.553213927	0.00522088	0.046058045
Scarb2	0.186682305	7.002426225	0.00523627	0.046139815
Dgkd	-0.138725968	7.068731767	0.005236618	0.046139815
Tsnax	0.141223713	6.4968544	0.005246536	0.046198667
Slc2a6	-0.196999787	3.990494238	0.005258947	0.04625449
Fndc3b	0.192198722	7.452531894	0.005259361	0.04625449
Dtx4	-0.136321643	5.975194209	0.005264567	0.046271752
Fign	0.329404216	5.520389638	0.005270808	0.046298079
Rps6ka2	0.172872478	6.932448119	0.005277147	0.046325233
A230077H06Rik	-0.242358842	4.331059891	0.005294387	0.046404012
Cbx8	0.276943114	1.779056757	0.005296875	0.046404012
Akr1c14	-0.438027107	1.255211272	0.005300148	0.046404012
Dab2ip	0.143982761	7.690224665	0.00530412	0.046404012
Vamp4	0.124184481	6.551482328	0.005306866	0.046404012
Igflr1	-0.303624254	2.055782641	0.005307487	0.046404012
Mapk1ip1	-0.148131366	6.284791453	0.005308892	0.046404012
Creld2	-0.251245033	2.876297743	0.005318503	0.046459554
Gramd1a	-0.150601487	5.775202063	0.005337967	0.046595865
Gm15328	-0.288571749	2.740880516	0.005340641	0.046595865
Sqstm1	0.207931514	6.651337064	0.005349011	0.046640372
Akap8l	-0.185892188	6.469948661	0.005357537	0.046686171
Rdh13	-0.141010643	4.664116345	0.005398936	0.047000719
Thsd4	0.19992683	5.801695216	0.005400223	0.047000719
Dimt1	-0.160006692	4.74605821	0.005411802	0.047072781
Nod2	-0.332664466	1.302772421	0.005434334	0.047239964
Tmco5	-0.529861215	0.337353852	0.005445491	0.047308118
Mid2	0.207671894	5.375184034	0.005464177	0.047441559
Tmem132c	0.27226045	4.320986859	0.005468885	0.047453555
Zbtb45	0.243847334	3.2018503	0.005477406	0.047478807
Rnf121	-0.158820742	5.742908628	0.005478452	0.047478807
Plcz1	-0.411352462	0.346609542	0.005486929	0.047523401
Ptrf	0.336517898	4.276356556	0.005513834	0.047700312
Nefl	0.290318419	6.260402138	0.005514042	0.047700312
Gipr	-0.447741047	0.345962422	0.005518063	0.047706167
Batf3	0.449819193	0.08235506	0.005523383	0.047723236
Tmem246	0.200768659	5.343614664	0.005549201	0.04791728
Ccnd2	-0.178673258	5.863547051	0.005569681	0.048065033
Oaz1	0.2721622	4.507367249	0.005576529	0.048069214
Rnf144a	0.149319413	6.520659313	0.005576905	0.048069214
2510002D24Rik	-0.202708639	3.23766653	0.005585778	0.048116618
Mthfsl	-0.214434923	4.962599651	0.005608402	0.048282355
Igf2r	0.138354029	6.152802951	0.005621314	0.048364321
Ugcg	0.153707694	6.303969843	0.005640377	0.048499086
Tra2a	-0.167411307	7.406636862	0.005650204	0.048554315
Klhdc2	0.160515948	5.847490699	0.005669309	0.048689162
H3f3a	-0.151029867	4.854492909	0.005698308	0.04890876
Tom1	-0.156516135	4.60854061	0.005702483	0.048915169
Col27a1	-0.226284563	3.46752171	0.005710639	0.048955692
Nxt2	0.21329958	3.937405728	0.005728825	0.049082099
