Gene	logFC	logCPM	PValue	FDR
Adgra1	0.082619169	6.965066933	0.115771069	0.422567494
Tspan18	-0.129602122	2.518660248	0.115929484	0.423032782
Nr2c2ap	-0.106968947	3.884497041	0.115961894	0.423038148
Pfdn2	0.091753827	4.180508854	0.116055593	0.423076454
Ywhaz	-0.093286143	9.43413771	0.116088711	0.423076454
Yif1b	0.100392259	5.208157638	0.116098748	0.423076454
Aatk	0.079597351	9.222813215	0.116117915	0.423076454
Gprin3	-0.138431071	3.568293181	0.116129455	0.423076454
Miat	-0.100473063	4.938094861	0.116158049	0.423076454
Slc4a11	-0.256196461	0.741728747	0.116232167	0.423233666
Chmp5	-0.093625624	5.368419658	0.11641636	0.423791506
Trmt61a	-0.113029338	4.712391492	0.116649022	0.424490967
Kif1bp	-0.065103791	7.388845765	0.116682649	0.424490967
Pcdhgc3	-0.07552272	6.906938348	0.11675966	0.424490967
Acss3	0.265567485	0.267995713	0.116771146	0.424490967
Slc16a3	-0.145693426	2.164323906	0.116789294	0.424490967
Cyb561	-0.069170667	7.067803695	0.116794779	0.424490967
Rps9	0.083298151	6.648063476	0.117034553	0.425246845
Spred1	0.150407899	7.670005569	0.117064954	0.425246845
Bbox1	-0.213611222	0.694884965	0.117156353	0.425390039
Ndufb11	0.085646254	6.323964244	0.117166597	0.425390039
Aaed1	0.165123145	1.73714462	0.117240743	0.425546236
Skiv2l	0.068946405	6.59218908	0.117315536	0.425704705
Pcnt	0.079594925	5.136799332	0.117378296	0.425819432
Sp1	0.109747322	4.99245074	0.117557475	0.426356326
Rad23a	0.073381568	5.745206177	0.117600943	0.426400872
St6galnac5	0.08000017	5.558549316	0.117640807	0.426432331
Cd36	-0.326001891	0.164245966	0.11777803	0.426816592
Tpcn1	-0.095621933	6.013947657	0.117859174	0.426968892
Pea15a	-0.069360118	8.798776141	0.117882511	0.426968892
Nrip1	0.099481765	5.232859658	0.117962291	0.427144706
Ppp1r13l	0.148135474	1.895819435	0.118027852	0.427235356
Map7d2	0.139237394	6.14942978	0.118064406	0.427235356
1810026J23Rik	0.072725291	6.645920821	0.118081066	0.427235356
Aco1	-0.073072174	5.781037903	0.118261235	0.427713993
Rnpep	-0.096446761	5.73288419	0.118275917	0.427713993
Pycr1	-0.2400879	0.781644571	0.118435854	0.428179119
Arhgef1	0.087489554	4.572284915	0.118482352	0.428233994
Copb2	-0.084501949	6.200035704	0.118602622	0.428555405
Vcp	-0.055398914	7.549125605	0.118738563	0.428821615
Smg6	-0.073396533	5.831738186	0.118767465	0.428821615
Slc14a1	-0.126760929	3.578795171	0.118839888	0.428821615
Micall1	-0.081710559	6.204421517	0.118855684	0.428821615
Gclc	-0.087857681	5.349761895	0.11888359	0.428821615
Ccdc167	0.122550295	3.014057558	0.118885311	0.428821615
Wipf3	0.08673553	7.470743925	0.118929957	0.428821615
Slc15a2	0.093952655	3.761512417	0.118934991	0.428821615
Hebp2	0.15047212	1.863647261	0.118974218	0.428821615
Tifa	-0.120310772	2.575286846	0.118989922	0.428821615
Pcdhga2	-0.147646127	4.04419935	0.119198193	0.429458998
Parl	0.109353408	4.786286093	0.119360022	0.429928764
Tgfbi	-0.148166706	2.611555959	0.119452743	0.429970361
Plvap	-0.195915887	1.854849506	0.119457248	0.429970361
Tial1	0.149848213	5.12617189	0.119465911	0.429970361
Dvl2	0.105662384	3.787586087	0.119522961	0.430062485
Inpp5b	0.06808456	5.480690839	0.119561624	0.430088419
Srd5a1	-0.099850411	3.653398605	0.119697066	0.430462385
Scaf1	0.073394688	7.841290696	0.119800531	0.430625092
Anpep	0.18332091	2.597759542	0.119805299	0.430625092
Stx2	-0.127911318	3.139029678	0.119857471	0.430699395
Mlh1	0.129149928	2.90970548	0.120040114	0.431060366
Nckap5l	0.099284835	4.561613102	0.120055348	0.431060366
Fam175a	0.118787753	3.081278338	0.120066484	0.431060366
Oraov1	-0.103572406	3.389861456	0.120084029	0.431060366
Rassf1	0.117312294	3.96965857	0.120123355	0.431088356
Zbtb12	-0.137103523	2.251404753	0.120325102	0.431652704
Fam181a	0.244004554	0.910326087	0.120343751	0.431652704
Gm2a	-0.088406802	6.287508745	0.120414696	0.4317939
Sdhc	0.076656318	6.72914417	0.120528552	0.432088856
Ago1	-0.067760577	6.885834495	0.120634625	0.43235576
Scpep1	0.102760343	4.261096081	0.120707954	0.432406348
Mrpl40	0.102211636	4.017293118	0.120711989	0.432406348
Parp9	-0.21577446	1.140073272	0.120872185	0.432866785
Borcs8	0.102450278	4.055024097	0.120910129	0.432889289
Nadsyn1	-0.16118492	1.535237745	0.120958766	0.432936215
Samd1	-0.08586193	4.900246698	0.120986563	0.432936215
Akap7	0.079117369	5.012998334	0.121131717	0.433244591
Cisd1	0.08049803	6.491271644	0.121136113	0.433244591
Ndufc1	0.088299585	5.486161464	0.12121461	0.433411966
Stradb	-0.079948398	5.706467808	0.121295878	0.433589159
Gm17296	-0.126323365	2.899088145	0.12133345	0.433610106
Rnf123	0.077682337	6.731949641	0.121480679	0.434022818
Pycard	-0.224228882	0.928241558	0.121613891	0.434385248
Rbm3	0.114775484	4.19760087	0.121649886	0.434400336
Sult4a1	0.073897366	9.256157993	0.121719164	0.434534236
Usp45	0.127489732	5.322019806	0.121922465	0.435033134
Rapgef3	0.093185813	5.351908625	0.121922546	0.435033134
Ggt7	-0.081045832	7.232918784	0.122089921	0.435397115
Glyr1	-0.070397717	7.255609573	0.122121832	0.435397115
Trappc5	0.083564344	5.422257415	0.122125433	0.435397115
Nod2	0.231797411	0.326197677	0.12215193	0.435397115
Hsd3b7	0.120480532	2.571699217	0.122243451	0.435609774
G6pdx	0.082672126	5.480636923	0.122352869	0.435759339
Frmd5	0.092797775	4.495364863	0.122378953	0.435759339
Slc8a3	0.079383358	5.641197315	0.122381033	0.435759339
Ugp2	-0.145871138	5.429118351	0.122442467	0.435769779
Klhdc3	0.0794259	7.954197602	0.122480133	0.435769779
Dync2h1	-0.080850462	5.862488883	0.122498602	0.435769779
Atg16l2	-0.118404977	2.705820378	0.122511448	0.435769779
Lynx1	0.07541725	9.208865767	0.122651686	0.436155137
Rpl35a	0.092183207	5.140263329	0.122725553	0.43630434
Alkbh4	0.133374023	3.114083637	0.122846307	0.436541317
Dbt	0.129451519	3.278071559	0.122856066	0.436541317
Ralgapa2	0.076948589	5.077093395	0.122930955	0.436693933
Dock4	0.081083365	7.504009583	0.122983437	0.436725861
C5ar1	0.273054449	0.409496904	0.123003824	0.436725861
C87436	0.087707614	4.833049792	0.123142928	0.437106245
Spire1	0.108274473	7.27271471	0.123375868	0.437598361
Cdkl5	-0.10724456	6.092670062	0.123398626	0.437598361
Itga3	-0.101888318	5.005611128	0.123423796	0.437598361
Tiam1	0.081906053	7.306139851	0.123445569	0.437598361
Cenpq	0.261108252	0.632472758	0.123449165	0.437598361
Fam46a	0.189393344	2.363639477	0.123473596	0.437598361
Shoc2	0.116525812	5.369169678	0.123523836	0.437662971
Alkbh2	0.189293695	1.235082024	0.123561086	0.437681536
Ccdc126	0.125321777	2.748163685	0.123634552	0.437724143
Abcg2	0.10275201	4.172887485	0.123649509	0.437724143
Col16a1	-0.177092165	2.402671937	0.123669155	0.437724143
Lyrm1	0.135112256	2.59120362	0.123808169	0.438100226
Rnf187	0.078176988	9.019034888	0.123839492	0.438100226
Smc2	-0.188202655	1.814091835	0.123987948	0.438419045
Trim68	-0.185473607	0.862737908	0.123993743	0.438419045
Xrcc2	0.1258429	3.230683474	0.124052224	0.438512423
Mapk3	-0.09541271	7.383295455	0.124211841	0.438958499
Akr1b3	0.090831327	4.66631023	0.124264975	0.438958499
Siae	-0.081297485	4.81238516	0.124274728	0.438958499
Slitrk3	-0.095149508	5.93883907	0.12430758	0.438961142
Lysmd2	0.078766701	5.072957852	0.124377729	0.439095452
Rpl21	0.069619443	5.890384095	0.124548559	0.439493011
Dclre1b	-0.124240455	3.026843596	0.124554627	0.439493011
Ice1	-0.096409808	6.369351957	0.124737751	0.439960867
Akap13	0.073321829	5.455388254	0.124751575	0.439960867
Rubcn	0.074175279	7.388066417	0.124829347	0.440118545
Tatdn1	-0.157453405	1.812555872	0.124898415	0.440118545
5031426D15Rik	-0.303273824	0.810536945	0.124923483	0.440118545
Wdr34	0.099137311	4.977921344	0.12492504	0.440118545
9130019O22Rik	0.142184044	2.286692357	0.125019882	0.44033922
Dapk3	0.0918949	5.342858808	0.125237768	0.440993047
Rwdd3	-0.289517703	0.268616832	0.125363356	0.44132162
Pank1	0.086766153	4.840353611	0.125412182	0.441379863
Ephb2	-0.087219749	5.183190946	0.125500287	0.441576279
A930024E05Rik	0.199479469	0.797347811	0.125670628	0.442061873
Ptpn23	0.079874019	6.313472061	0.125756201	0.44219039
Hapln4	0.080287253	7.532702148	0.125771844	0.44219039
Pacs2	-0.073722582	7.782068603	0.125820072	0.442246233
Commd2	0.079161198	4.020609884	0.125936601	0.44251159
Sh3bp1	0.117452021	3.49479091	0.125960295	0.44251159
Csnk2a1	-0.117439016	5.629151721	0.126023593	0.442525979
Prima1	-0.153256882	2.206942157	0.12602912	0.442525979
Ak3	-0.064241714	6.454040517	0.126238053	0.443123834
Nudcd3	0.068310612	7.866444547	0.126264204	0.443123834
Apeh	0.086844225	4.536313042	0.126400941	0.443449371
Creb5	0.210245123	2.682694177	0.126421828	0.443449371
Snx5	-0.09628802	5.72311819	0.1264638	0.443482825
Tor1b	-0.074693977	5.104788562	0.126629603	0.4439504
Crocc	-0.095016083	5.265067586	0.126857579	0.444505544
Cnksr3	-0.123670716	3.421851854	0.126882203	0.444505544
E2f3	-0.130470595	4.663926	0.126885478	0.444505544
Crhr2	-0.190232956	0.950512673	0.126985905	0.444743412
Coro2b	0.067679482	7.922921668	0.127042865	0.444828963
Ccdc84	0.21972035	0.741477544	0.12717362	0.445172785
Tmem18	-0.084876434	4.968713575	0.127317415	0.445562073
Htr3a	-0.130704141	3.044060971	0.127445772	0.445755503
Helz	0.074501092	6.087098272	0.127460144	0.445755503
Uba52	0.088414278	5.179898452	0.127470491	0.445755503
Mdh1	0.05824222	9.245650757	0.127505429	0.445763675
Cdc23	-0.069349898	5.50948449	0.12767457	0.446167573
Pgrmc1	-0.107612253	7.149081677	0.127686222	0.446167573
Rps18	0.079334883	6.253455657	0.127782508	0.44623651
Rasd1	0.143420644	3.621368018	0.127809021	0.44623651
Lenep	-0.126377017	2.278644026	0.127820636	0.44623651
Rnf126	0.08001493	5.524521131	0.127866199	0.44623651
Gstt1	-0.154742307	3.103513943	0.127869132	0.44623651
Paox	-0.174314075	1.340151891	0.128137194	0.446911675
Samm50	0.08110387	6.287908186	0.128147626	0.446911675
Homer1	0.158410082	7.486193681	0.128160658	0.446911675
Sox18	0.178404646	2.724897921	0.128212938	0.446918577
Zfp493	0.222888825	0.762996989	0.12822801	0.446918577
Srrt	0.113196455	5.837124149	0.12828231	0.446947838
Snx11	0.085547251	5.232197993	0.128301782	0.446947838
Lrp11	-0.055789305	7.851387888	0.128394747	0.447076736
Lypd6b	0.091970946	3.947595217	0.128404179	0.447076736
AI429214	-0.221667199	0.699895923	0.128441454	0.44709267
Arap2	0.131155932	6.144300549	0.128534503	0.447302688
Ralgps1	-0.065499533	6.33614038	0.128584641	0.447363309
Cwc25	-0.09839054	4.055448216	0.128917562	0.448313971
Polr3e	-0.078443184	4.493552189	0.128923465	0.448313971
Rusc1	-0.070478403	7.845690671	0.12901976	0.448534753
Tbccd1	-0.095998671	3.973019108	0.129128857	0.448710441
Ipo11	-0.084688625	5.87717738	0.129135931	0.448710441
Ski	-0.062347304	8.322940845	0.129361677	0.449380642
Ndufv2	0.063240456	7.082788438	0.129508299	0.449716822
A330074K22Rik	0.139114511	2.832325136	0.129551077	0.449716822
Cyb561a3	0.083676211	4.452674374	0.129557124	0.449716822
Fer	0.113422131	3.880502322	0.129594126	0.449731086
Lepr	0.198748373	2.464045719	0.129768157	0.450035078
Rims1	0.071531093	7.432181705	0.129769956	0.450035078
Tdrd3	0.10284335	4.001433767	0.129780466	0.450035078
Mlst8	0.083383805	5.676345757	0.129823879	0.450071474
2810004N23Rik	-0.159373053	2.389714	0.129892562	0.450195439
Ttll3	-0.110983284	2.755103744	0.129998149	0.450447211
Acvr1c	0.134940157	5.026551081	0.130077001	0.450589812
Fut8	-0.10216754	5.383166589	0.130105213	0.450589812
Mau2	0.066268121	6.833493374	0.130209927	0.450838272
Lamtor3	0.072863272	4.96492515	0.130369366	0.451276037
Abhd3	-0.09740893	4.979118631	0.130463014	0.451446115
Mfap4	-0.198561915	1.062471486	0.130500567	0.451446115
Cenpv	0.103022384	4.088339694	0.130517552	0.451446115
Pcnx4	-0.09006331	5.423751926	0.130720356	0.451928988
Myh7b	-0.194967041	1.260970726	0.130723261	0.451928988
Rps6kb1	0.155997429	4.223445636	0.130911236	0.452383516
Cd82	0.10488959	4.964876376	0.130920908	0.452383516
Dach1	0.129337228	3.686306271	0.13109858	0.452882992
Dll3	-0.206891411	0.833451038	0.131246669	0.453280047
Tmem70	-0.110475691	4.814004288	0.13132202	0.453425751
Xrra1	-0.249447361	0.637878374	0.131389385	0.453543819
Gulp1	-0.192496671	1.350718309	0.131452623	0.453579199
Dgcr14	0.100771067	4.872810109	0.131465982	0.453579199
Ccng1	0.1400997	5.43811384	0.131524976	0.453668264
Zfp775	0.114538538	3.588924923	0.131692974	0.453771595
Gid8	-0.060496834	6.249532841	0.131706719	0.453771595
Nucb2	-0.200652465	1.722987072	0.131748816	0.453771595
Pgs1	0.072569899	6.661622224	0.131761556	0.453771595
Zc3h6	0.18254375	3.424587205	0.131778015	0.453771595
Eps15	0.129403414	7.379811859	0.131786718	0.453771595
Lgals1	-0.14971129	2.40438693	0.131787245	0.453771595
Aptx	0.074967383	4.516657764	0.131917211	0.453918475
Nt5c	0.094040916	4.373658627	0.131930047	0.453918475
Vegfa	0.137793325	4.562533156	0.131940443	0.453918475
Nphp4	0.095260312	4.778780751	0.131993574	0.453918475
Capn15	0.09103996	6.0420794	0.131995894	0.453918475
Atg4b	0.075294145	6.476237588	0.132066872	0.454048364
Gtf2e2	-0.11721824	2.912412062	0.132125394	0.454135374
Crtc1	0.071854776	8.360008333	0.132327754	0.454716606
Kcnn3	-0.1189039	4.655477149	0.132477636	0.455117266
Nsg2	-0.06651877	9.707359092	0.132549432	0.45524953
Ppt2	0.089295825	5.12572987	0.132638723	0.455441802
Ets2	0.066167418	6.995867559	0.132679471	0.455467339
Cat	-0.075641555	5.234854701	0.132742236	0.455489163
Tspan3	-0.053368068	8.480986823	0.132752455	0.455489163
Acat1	-0.068356995	5.802250793	0.132891555	0.455804697
Trim59	0.221472704	3.155479632	0.132911089	0.455804697
Rasl12	0.153599363	1.855114155	0.13303879	0.456128229
Sugct	-0.180267735	1.063463262	0.133132068	0.456302927
Rxrg	-0.086590549	4.857802699	0.133191226	0.456302927
Slc6a1	-0.050335753	9.265276536	0.133207482	0.456302927
Tmem159	0.096702683	3.782641935	0.133223234	0.456302927
Nudt19	0.073709211	6.11397627	0.133267296	0.45633953
Syn2	-0.058141086	9.783717367	0.133415959	0.456671436
Erlin2	-0.078523381	5.685464971	0.133431024	0.456671436
Frat2	-0.108888607	2.720619407	0.133650467	0.457308016
Elof1	0.093846811	5.123030386	0.133726472	0.45741077
Klhl40	0.183223261	3.046866373	0.133747404	0.45741077
Calcr	0.357796608	0.292305752	0.133798081	0.457431837
Pdlim4	0.131741476	3.420579501	0.13382969	0.457431837
Cst3	0.102108405	10.06441128	0.13385393	0.457431837
Rexo2	-0.074171249	4.874218357	0.133982492	0.457756775
Gabra2	-0.118055314	4.533777729	0.134017956	0.457763556
C530008M17Rik	-0.112228297	5.588719299	0.134113925	0.457976947
H1f0	-0.070058819	6.343238781	0.134301801	0.45837165
Zbtb42	-0.252408117	0.691215659	0.134323984	0.45837165
Gm10754	0.225849733	1.002550326	0.134336581	0.45837165
Gas5	0.093836416	3.750273898	0.134363605	0.45837165
Pla2g5	-0.16031498	1.689944073	0.134405288	0.458399475
Lima1	0.098077135	3.107762653	0.134569197	0.458757157
Ppp1r14b	-0.115831377	2.910366778	0.134577266	0.458757157
Eif2b4	0.085518239	5.080825153	0.134659465	0.458854606
Eef1g	0.086769306	6.849397614	0.134697802	0.458854606
Ighmbp2	0.101701849	4.158863639	0.13470653	0.458854606
Adm	0.22207728	0.847783695	0.134847471	0.45900388
Mpdz	0.094387583	6.15265195	0.134873637	0.45900388
Mir9-3hg	0.106686368	4.497580953	0.134883619	0.45900388
Prepl	0.057795881	9.182236826	0.134884633	0.45900388
Lrrc8a	0.076943026	7.048598032	0.135011655	0.459321812
Aard	-0.193836312	0.80002849	0.135124369	0.459529682
Zfp638	0.10323305	6.11377963	0.135143607	0.459529682
Kctd4	0.15392104	3.396082719	0.135173582	0.459529682
Mad2l1	-0.135678993	2.25931876	0.135258786	0.459705042
Hmgcr	-0.089675806	7.502825645	0.135344134	0.459880801
Vegfd	-0.20699655	0.761130167	0.135456701	0.460148936
Tnr	0.065620349	7.141100888	0.135516058	0.46023623
Cfap46	0.207773811	1.12664496	0.135608303	0.460435146
Syndig1l	-0.079842768	6.08201877	0.135682094	0.460532765
Ift88	-0.104209236	3.320919377	0.135718633	0.460532765
Hnrnpdl	-0.149377973	5.517098077	0.1357381	0.460532765
Isoc1	0.143703084	4.422975968	0.135804108	0.460642413
Hdhd3	-0.132039876	2.664836076	0.135987987	0.460904681
Col6a2	0.134440251	3.60517685	0.136041661	0.460904681
Morn1	-0.18074028	1.406285548	0.136072054	0.460904681
Unc13d	-0.262227411	0.189134171	0.136093367	0.460904681
St8sia2	0.135118389	2.563206062	0.136096247	0.460904681
Btf3	0.080137866	5.583825242	0.136109378	0.460904681
Cwc22	0.144801809	2.257584772	0.136126834	0.460904681
Zswim1	0.092896986	5.09672717	0.13619153	0.460904681
Prg4	0.257380283	1.52331588	0.136217325	0.460904681
4933421O10Rik	0.134246815	2.548927036	0.136218519	0.460904681
Mycbp	-0.181124384	1.535358093	0.136299893	0.461050234
Angel2	-0.082058788	5.33225145	0.136328977	0.461050234
Lsr	0.158510336	2.624373839	0.136465301	0.461397146
Zfp518a	0.184433088	2.928058447	0.136533027	0.46151201
Ptk7	0.098442923	4.541685071	0.136604944	0.461629849
Col4a5	-0.150579476	2.159473749	0.136635413	0.461629849
Klhl3	-0.10182207	4.812628997	0.136871452	0.462207044
Borcs5	0.082784145	5.526151771	0.136873862	0.462207044
Svil	0.089495026	3.452583927	0.136923655	0.46226102
Trmt1	0.075727005	5.465389834	0.137068252	0.462634955
Tacc2	-0.073211512	6.06966372	0.137246896	0.463123596
Card19	0.150991892	2.011281718	0.137405114	0.463543085
Jak1	0.089012671	7.490838155	0.137609616	0.464015119
Rbm41	0.145783043	2.319806349	0.137668937	0.464015119
Sorbs1	0.065727396	7.013049328	0.137677046	0.464015119
Prmt2	-0.086846747	6.052367159	0.137680782	0.464015119
Scarna13	0.184555631	1.47211249	0.13776014	0.464168161
Gstp1	0.091506863	5.095945614	0.137809003	0.464218404
Pcdhga10	-0.102689065	4.127319794	0.138059097	0.464946313
Zer1	0.068736934	8.513514809	0.138112051	0.465010113
Vps45	0.075275148	5.472425307	0.138171168	0.465042896
Slc17a6	0.151777958	4.919348614	0.13822175	0.465042896
Pola1	0.130216761	2.498456681	0.138223823	0.465042896
Chsy3	-0.093632572	4.565960831	0.138271831	0.465089976
Vezf1	0.121958555	4.821491411	0.138363229	0.465178909
Gas1	0.116315979	3.55669179	0.138366315	0.465178909
Nrip2	0.126340131	3.945513827	0.138502536	0.465409711
AI837181	0.080506664	6.043799879	0.138514273	0.465409711
Notch1	-0.070524859	6.390994344	0.138537082	0.465409711
Tcte1	-0.186182068	1.076318056	0.138666365	0.465583741
Adck4	-0.094520361	4.326336074	0.138686801	0.465583741
Tekt1	-0.21971878	0.792360991	0.13874825	0.465583741
Cnn2	0.168635781	2.510618326	0.138767013	0.465583741
St6galnac6	0.077662314	7.407371625	0.138777879	0.465583741
Inpp1	0.083568854	4.292926754	0.138793193	0.465583741
Ifi27	0.091328271	4.823437616	0.138943553	0.465960084
Rrp15	-0.163584559	1.561882336	0.138973541	0.465960084
Cacnb1	-0.079103385	7.563089181	0.139249084	0.466769482
Gm973	0.157099679	1.77054406	0.139361051	0.467030305
Plcl2	0.085938676	6.941681235	0.139440342	0.467169001
Rapgef4	0.113747156	8.295353389	0.139536003	0.467169001
Trim71	-0.232346109	0.723121358	0.139558138	0.467169001
Bcl9	-0.06699951	6.029984163	0.139598892	0.467169001
Swap70	-0.118699579	3.09157431	0.139625659	0.467169001
Wrap53	0.102672564	3.674474899	0.139625763	0.467169001
Ndufa2	0.092943016	5.347647063	0.139688453	0.467169001
Amigo1	0.070411302	7.688116633	0.139728695	0.467169001
Cep19	-0.116957734	5.076224524	0.139774962	0.467169001
Dhx33	-0.076277687	5.33611924	0.139778672	0.467169001
Cd320	-0.08591425	4.063344312	0.139802742	0.467169001
Ccni	-0.059583649	8.393980991	0.139836136	0.467169001
Pop7	0.101356629	3.979969641	0.139876088	0.467169001
Mrpl15	0.082564996	4.869346143	0.139903389	0.467169001
Cldn5	0.126807136	5.301947911	0.139931966	0.467169001
Itgb3	0.119079859	3.028705864	0.139949113	0.467169001
Ctps	-0.066723914	5.558433456	0.140088413	0.467254542
Dsel	-0.15238713	3.982756024	0.140103247	0.467254542
Adh5	0.064572519	5.418362212	0.140106203	0.467254542
Wdr6	-0.097166356	8.387831063	0.140140603	0.467254542
Kpnb1	-0.088937839	7.426713534	0.140145606	0.467254542
Arrb1	0.06270551	9.503744814	0.14020594	0.46730289
Slc35e4	-0.082341998	5.312737176	0.14024576	0.46730289
Adal	0.105113761	3.670781657	0.140290768	0.46730289
Id2	0.069843697	6.490263509	0.140296816	0.46730289
Rufy2	0.108959017	4.311487705	0.140345532	0.467351307
Rngtt	0.125565123	4.319448798	0.140487054	0.467569167
Tap2	0.102138144	3.472240272	0.140494541	0.467569167
Bst2	0.187099659	1.102797906	0.140513546	0.467569167
A930012L18Rik	-0.206030094	0.760327203	0.14065497	0.467925889
Atg9b	-0.14509214	2.472345522	0.140691808	0.467934589
Rnf25	0.084911788	4.505391571	0.140757143	0.468038041
Kcnj14	-0.217532739	0.648218829	0.140964394	0.46853
Sat1	0.078542722	4.613692198	0.140994501	0.46853
Stx16	0.092965629	5.919523582	0.141007895	0.46853
Abcc5	0.064295181	6.862174216	0.141229619	0.469152716
Nsrp1	-0.192230376	1.329709929	0.141361785	0.4694777
Pole	-0.179431909	1.216411651	0.141518755	0.469884882
Pomgnt1	-0.080200661	6.538917941	0.14165556	0.470224925
Cyr61	-0.264047346	3.317010871	0.141718461	0.470319544
Mon1b	-0.074754451	5.482883869	0.141773177	0.470342553
Nkain3	0.141483141	3.405260027	0.141794193	0.470342553
Pdzrn3	-0.090450846	4.896810014	0.141997703	0.470903369
Zscan20	-0.097609805	3.322059957	0.142210833	0.471495808
Cyb561d1	-0.078482414	5.075970173	0.142303254	0.471687853
Trim46	-0.079903617	6.626009683	0.14246024	0.472093762
Pmf1	0.188863278	1.642744509	0.14259009	0.472390166
Snx4	-0.117850973	4.334658135	0.142618782	0.472390166
Tspyl5	-0.078606916	6.191498844	0.142733721	0.472554681
Usp10	0.07406738	6.07927316	0.142751768	0.472554681
Fam120aos	0.099529933	3.868077438	0.142772134	0.472554681
Ass1	-0.101517318	4.029240106	0.14280686	0.472555227
Zdhhc23	-0.109949607	3.43776178	0.142960563	0.472723944
Cyb5a	0.085141334	5.419577703	0.142971685	0.472723944
Fh1	0.06161369	6.560329112	0.142987711	0.472723944
Tctn3	-0.071957825	4.381396766	0.142996141	0.472723944
Trim28	0.070637808	7.776358394	0.143073623	0.472733721
Zfhx4	0.106275241	4.688285706	0.143114292	0.472733721
3110039M20Rik	0.165933146	1.601446527	0.143132981	0.472733721
Rab34	0.131437	3.477635683	0.143141932	0.472733721
Sap30	0.135433958	2.258391934	0.143171969	0.472733721
Igdcc3	-0.234429331	0.296730129	0.143300484	0.472926055
Eif1	0.065459056	7.731409673	0.143313331	0.472926055
S100a10	0.103455348	4.272140932	0.1433606	0.472926055
Hpca	0.070777097	9.39620154	0.143425351	0.472926055
Steap3	-0.11512834	3.022062615	0.143430381	0.472926055
Rps27a	0.085141314	6.327244556	0.14343775	0.472926055
Nphp1	-0.120819755	3.136931041	0.143533814	0.473051371
Prpf39	0.160921112	2.987367906	0.143544953	0.473051371
Olfml1	-0.106270957	3.20109982	0.143606772	0.47314106
Atrip	-0.074231066	4.544215901	0.143863863	0.473873908
Srr	-0.092132863	6.183466958	0.143911569	0.473916879
Dync1i1	0.067358998	7.375950591	0.143969691	0.473953741
Cmtm7	0.16811915	1.397235115	0.14399209	0.473953741
Stard7	-0.053931777	7.156540584	0.144123539	0.47413779
Kat7	0.058241813	7.189026056	0.144139097	0.47413779
Tmem44	0.066896776	6.495579881	0.144228532	0.47413779
Hspbap1	0.128180353	2.84223578	0.144233412	0.47413779
Ptges	0.134994103	2.334543015	0.144249126	0.47413779
Oas1c	0.197405938	0.708195825	0.144314848	0.47413779
Ubl3	0.097446453	7.497450196	0.144323576	0.47413779
Slc1a6	-0.103115488	3.707325169	0.144325421	0.47413779
1810037I17Rik	-0.082396952	4.411582721	0.144372438	0.474178319
U2af1	0.102904384	4.288295849	0.144422459	0.474228693
Cdk5rap3	0.099682852	4.575339501	0.144588998	0.474620099
Wwp2	0.076453818	6.011912289	0.144611083	0.474620099
Atf6b	-0.079197834	6.091078274	0.144657034	0.474656977
Csrp1	0.091379599	8.310751983	0.144714178	0.474728046
C2	0.197970807	1.750775141	0.144759797	0.474728046
Cdc37	0.077168857	6.625948781	0.144782853	0.474728046
Arhgef18	0.077817064	6.555413028	0.14489364	0.474795248
Stxbp6	0.143951094	5.622496607	0.144910857	0.474795248
Nop10	0.090826173	4.898178189	0.144916296	0.474795248
Tfip11	0.075347119	6.063487861	0.144942249	0.474795248
Rabl2	0.087912874	3.9545131	0.144979824	0.474804584
Slfn5	-0.171302853	2.348264856	0.145041587	0.474893108
Pianp	-0.070315942	6.948438171	0.145141454	0.47510632
Pdk2	0.07603447	6.723884415	0.145247744	0.475340451
Armc6	-0.083312779	5.368484758	0.145327021	0.475414404
Pcsk4	0.189495745	1.073116974	0.145339882	0.475414404
2610524H06Rik	0.119651665	3.232059141	0.145402456	0.475465415
Nr1d1	0.150088062	7.249275934	0.145442224	0.475465415
Car15	-0.132457402	2.433708557	0.145507066	0.475465415
Mad1l1	0.103583256	3.911406811	0.145554076	0.475465415
Rbp4	-0.090402084	3.646239651	0.145559806	0.475465415
Bc1	-0.159887508	3.922127334	0.145586287	0.475465415
Pnpla8	0.146313878	5.813747001	0.145598895	0.475465415
Tnrc6c	-0.087245416	6.180770333	0.145686386	0.475579579
Rasgef1c	-0.099341238	5.331471154	0.14570342	0.475579579
Frmpd4	-0.104814879	6.357172209	0.145753178	0.47562845
Rps8	0.075063797	6.714868802	0.145856827	0.475751076
Jak2	0.130182754	4.668812386	0.145860346	0.475751076
Rab3a	0.072176557	9.211173243	0.145917165	0.475766878
3110039I08Rik	0.116329662	2.994407182	0.145951252	0.475766878
Hist1h2bm	-0.172603353	1.400138509	0.145973668	0.475766878
Ppp1r13b	0.070928568	6.982052172	0.146004375	0.475766878
Stk38	-0.106036286	3.615469778	0.146051345	0.475771403
Tuba4a	-0.069977296	9.397441243	0.146075356	0.475771403
Rgs9	0.071320298	6.2409989	0.146158182	0.475927799
St3gal4	0.104526294	4.98462929	0.146428442	0.476694305
Tcf4	0.122317334	7.544665295	0.146470645	0.476718194
Rab3gap2	0.069905181	7.017381082	0.14668737	0.477121425
Ston1	0.156808434	2.281268839	0.146724818	0.477121425
