Gene	logFC	logCPM	PValue	FDR
Pakap	0.146352954	4.733358721	0.118190181	0.458447368
9230112J17Rik	0.19738769	1.348019685	0.11829611	0.458732851
Eno4	0.185752099	1.957799476	0.118368491	0.458764458
Noc4l	-0.134136959	2.37690202	0.118392871	0.458764458
Ints2	0.069899111	5.599126	0.118401258	0.458764458
Cse1l	0.071014817	6.022459752	0.118496805	0.459009328
Poglut1	0.060505146	5.62073093	0.118544738	0.459069676
Nav3	-0.144724886	8.897035891	0.118665313	0.459411221
Stk32b	-0.165172073	2.074197943	0.118755837	0.459636273
Tacc3	-0.205154759	1.105483188	0.118795641	0.459664944
Snx24	0.130243394	5.867450835	0.118833498	0.459686071
Sms	-0.062152247	5.679328181	0.11894829	0.459772623
Parp12	0.084837229	3.991748967	0.11897915	0.459772623
Pfkl	-0.089127325	5.739036189	0.118984936	0.459772623
Kcng2	0.132584671	3.497561208	0.118985487	0.459772623
Gas7	-0.072666938	8.387750874	0.119039004	0.459854187
Prdm15	-0.062972111	5.766228237	0.119152704	0.46006257
Fgf13	-0.12706432	7.808914303	0.11916245	0.46006257
Stk17b	-0.109026783	3.963020907	0.119190218	0.46006257
Pcgf5	0.084180184	5.609480882	0.119222996	0.460063937
0610010F05Rik	-0.08054575	6.587736769	0.119338958	0.460386209
Dnajc16	0.067567476	5.537878649	0.119596254	0.461253398
Ppp2r3c	0.077716042	4.374401104	0.119656494	0.461360326
Ccdc90b	-0.078444319	4.351386553	0.119770129	0.461430165
Myof	-0.117071041	2.993290907	0.119771653	0.461430165
D4Ertd617e	-0.136379827	2.37104056	0.119772169	0.461430165
Sema6b	-0.085619199	6.037508263	0.119832898	0.461538815
Ostm1	0.068770816	5.254954094	0.119874948	0.461575479
Cntln	-0.105605992	6.188193196	0.120177601	0.462615297
2610042L04Rik	-0.272011326	0.217317142	0.120361352	0.463072638
Hacd4	-0.237646125	0.574046723	0.120386524	0.463072638
Zfp53	-0.121957053	4.099700873	0.120408614	0.463072638
Zfp937	-0.105324869	3.472947029	0.120426953	0.463072638
Fzd9	-0.171232182	1.457766265	0.120530701	0.463346009
Lamtor4	0.108369342	2.73008857	0.120686977	0.463821103
Ctgf	-0.116746479	4.063903871	0.120728735	0.463855949
Ccdc92	0.06480853	5.257168465	0.120981401	0.464700895
Adrbk1	-0.11075754	6.285784144	0.121035714	0.464783693
Klhdc9	0.180036131	1.291146152	0.121080414	0.464829545
Gcnt2	0.069339241	5.393501524	0.121113921	0.464832413
Dfna5	-0.099647801	3.878204987	0.121182488	0.464969799
Lfng	0.136779335	4.200854733	0.121386108	0.465625165
Bola3	0.126682939	3.197966243	0.121483011	0.46583108
B3gnt9	-0.220245485	0.992794309	0.12150545	0.46583108
Uqcc2	0.089902799	4.367427235	0.121586947	0.46601761
Gria3	-0.128764075	9.425920659	0.121679845	0.466126019
Zfp105	0.122442867	2.344354674	0.121680934	0.466126019
Nrbp2	-0.098720373	4.726514432	0.121812086	0.466491382
A330009N23Rik	-0.198959503	1.608559032	0.121872286	0.466491382
Snx30	0.060750617	6.840763873	0.121891223	0.466491382
Bmi1	0.077052336	5.21237494	0.121907819	0.466491382
Pigo	0.087695148	4.055239078	0.121965744	0.466494258
Gpr85	-0.081539613	4.579522403	0.121974325	0.466494258
2010300C02Rik	0.075932571	7.954488409	0.122098092	0.466697304
Mrpl45	0.082592416	3.761837197	0.122099448	0.466697304
Efs	-0.116959354	2.765955811	0.12212609	0.466697304
Fam222b	0.076005526	5.883386799	0.122358867	0.467460949
Zfp398	0.065490824	5.626915147	0.122453536	0.467696697
Rgcc	-0.094233421	3.935588353	0.122657029	0.46818252
Acsf3	0.084641567	4.366130758	0.122716151	0.46818252
Plekhf1	-0.226539762	2.073046753	0.122726328	0.46818252
G3bp1	0.05494601	6.140248356	0.122759226	0.46818252
Cnot6	0.06266665	6.508424853	0.122766333	0.46818252
Dynlt1a	-0.103137735	2.796654862	0.122834816	0.46818252
Pcdh20	0.096662234	5.254174936	0.1228354	0.46818252
Patz1	-0.069364201	5.362222689	0.122844705	0.46818252
Smarca2	-0.069207018	7.832439354	0.12293881	0.468415354
Sco2	-0.212854042	0.802295351	0.122981907	0.468453767
Dst	0.059332804	9.811032648	0.123097094	0.46876331
Lin9	0.109602317	2.902757184	0.123129245	0.46876331
Slc25a3	0.083176442	7.384031202	0.123170068	0.468792942
Laptm5	-0.12869762	2.808857308	0.123316731	0.469225287
Tagap1	0.106807469	3.094708556	0.123352706	0.469236338
Fap	0.143137515	3.331343341	0.123556838	0.469886885
Trps1	0.102552589	8.796711293	0.123679455	0.470227167
Gsr	0.064083303	5.169633169	0.12379101	0.470525217
Frmd4b	0.078521638	6.848282078	0.12384448	0.470602391
Zfp653	0.0723089	4.492956315	0.123891362	0.470654494
Stpg1	0.143380678	2.177430793	0.124050109	0.471128908
P3h3	0.09618385	3.627197836	0.124082651	0.471128908
Jakmip2	-0.113632124	7.830073474	0.124131872	0.471129503
Itsn1	0.065853654	7.666729942	0.124179661	0.471129503
St8sia4	-0.155897421	5.862660605	0.124182419	0.471129503
Nbeal2	-0.10754437	3.997582252	0.124314461	0.471379392
Stk10	0.085598066	4.65776459	0.124314729	0.471379392
Nudt11	-0.109070947	3.719406716	0.12435511	0.471406534
Fam134c	0.057651823	5.983038222	0.124711082	0.472629687
Kbtbd11	0.082826907	6.764006889	0.124846934	0.473000637
Aifm1	0.097916263	5.061755403	0.124875635	0.473000637
Chmp6	0.106853901	2.805226441	0.124942339	0.473126996
Rpa1	0.066948461	4.967270678	0.124998427	0.473213096
Nhp2	-0.146714075	2.296298398	0.125044281	0.473260416
Gfpt1	-0.063387174	6.015110625	0.125237451	0.473658409
Htr3a	-0.18413266	1.217472625	0.125258414	0.473658409
Nespas	-0.206916317	1.211777442	0.12527549	0.473658409
Hras	-0.106357105	4.193930852	0.125282966	0.473658409
Ttf2	-0.16816116	1.243023429	0.12533632	0.473733895
Adamts4	-0.134119912	3.651369974	0.125522089	0.47415921
Zc3h4	0.059348858	5.712517545	0.125526265	0.47415921
Got2	0.069543675	5.959864788	0.125559734	0.47415921
Ints5	-0.093513212	4.108882744	0.125582515	0.47415921
Rnf135	-0.142623704	2.484965487	0.125733202	0.474504152
Ifih1	0.126343701	3.084395989	0.125740758	0.474504152
Ppp1r14b	-0.175391895	1.372274255	0.125888403	0.474846574
Klf13	-0.082991615	7.477103861	0.125933802	0.474846574
Onecut2	0.089430963	3.973202514	0.125948489	0.474846574
Cacng7	0.0820474	4.837437808	0.125965361	0.474846574
Mal2	-0.078015656	6.549700524	0.126079743	0.475075164
Slc39a8	-0.148107607	2.733490199	0.126092964	0.475075164
Asf1a	0.079973357	4.257712615	0.126154504	0.475180849
Hypk	0.201503342	0.957196353	0.126252204	0.475409683
Fbxl7	-0.100761935	5.401598405	0.126294465	0.475409683
Oplah	-0.1119484	3.813790734	0.126331969	0.475409683
Rpf1	0.085082316	4.33044803	0.126352666	0.475409683
Tsen34	-0.093859478	3.75480341	0.126412923	0.475409683
Miat	-0.090039692	7.686325966	0.126417324	0.475409683
Cnbp	0.07875482	6.733526387	0.126449795	0.475409683
Ing3	0.0769071	4.917817538	0.126657694	0.47606517
Cast	-0.091409903	3.92128284	0.126740634	0.476250757
1700007K13Rik	-0.244115015	1.260616382	0.126866701	0.476499321
Arl5a	-0.067039699	6.252212109	0.126897617	0.476499321
Speg	-0.073282452	6.861495552	0.126907529	0.476499321
Klhdc4	0.06505318	4.643770237	0.1270568	0.476877845
Nod2	0.233548672	1.297358072	0.127107816	0.476877845
A930015D03Rik	0.065066806	6.264887013	0.12710917	0.476877845
Pde8b	0.087782521	7.708321136	0.127531952	0.478337526
Cdh11	-0.108290366	8.587844179	0.127569386	0.478351486
Ltbp1	0.074645731	4.653180737	0.127672656	0.47836777
Ube2i	0.06659538	5.524975947	0.127674487	0.47836777
Coq2	0.062955297	6.129518326	0.127674871	0.47836777
Pi15	-0.252412548	0.196618871	0.127758133	0.478553364
Atxn7l2	-0.105241956	3.027635321	0.128025184	0.479181156
Iglon5	0.101972357	3.77520045	0.128033974	0.479181156
Polq	-0.153685922	2.638808853	0.128085367	0.479181156
Kifc5b	-0.180299692	1.158971203	0.128137068	0.479181156
Hist1h2bb	-0.260472105	0.329175243	0.12814845	0.479181156
Ncf2	-0.153521552	1.866432684	0.128162796	0.479181156
Sipa1	-0.120218567	3.50425341	0.128193987	0.479181156
Dph2	0.145236558	2.164308798	0.128198811	0.479181156
Cisd1	0.06930076	4.852026165	0.128229674	0.479181156
Gpd2	-0.060776983	6.729546296	0.128303334	0.479314168
Rcor1	0.092003277	5.543352697	0.12833283	0.479314168
2310045n01rik-mef2b	0.159199637	1.506790189	0.128506468	0.479836389
Arhgap23	-0.068051836	6.687033109	0.128584259	0.480000541
Impdh1	-0.072287753	4.345898175	0.128679542	0.480229884
C130074G19Rik	0.124962705	3.917854984	0.128730784	0.480294791
Fbxo30	0.071829841	4.557920653	0.128778035	0.480312047
2610044O15Rik8	-0.09480811	5.421957869	0.128813507	0.480312047
Nt5c1a	-0.171241448	2.145308461	0.128836962	0.480312047
Psma5	0.06465338	5.032807111	0.128895011	0.480391325
Fbxw10	-0.239319288	0.379658767	0.128960433	0.480391325
Mterf4	0.096198014	3.133185231	0.128977197	0.480391325
Nrap	0.31055511	0.285808196	0.129022256	0.480391325
Txndc5	-0.086692742	5.233051354	0.12902751	0.480391325
BC037704	0.203680585	1.093343502	0.129174323	0.480811769
Sparcl1	0.097142784	8.963334685	0.129476284	0.481809337
Hmgcl	0.079860784	4.017700659	0.129596792	0.482131326
Adcy3	-0.060672297	5.945169202	0.12971162	0.482412864
Atr	-0.081779801	6.263925646	0.129740467	0.482412864
Ankrd6	0.122878125	6.11188952	0.12997277	0.483150022
Sardh	-0.128574727	2.708952041	0.13004062	0.483196914
Zfp3	0.100981409	3.499522465	0.130072402	0.483196914
Azin2	0.073884688	4.547573011	0.130087547	0.483196914
Hsf4	0.153432012	2.131120865	0.130152809	0.483312799
Cpne2	-0.088727621	3.951432959	0.130196802	0.483349665
Spsb3	0.108371305	4.107213983	0.130314037	0.483490879
Cpm	0.138415317	4.007869078	0.130329354	0.483490879
Ncoa4	-0.063310023	4.708524602	0.130347497	0.483490879
Armc6	-0.088740258	4.103754758	0.130415706	0.483490879
Il6ra	-0.118677973	3.48343036	0.130417727	0.483490879
Acot13	0.092007348	4.258458211	0.130460198	0.483490879
Rpl27a	-0.100938814	3.847892481	0.130504451	0.483490879
Rapgef3	0.080734973	4.881020192	0.13050744	0.483490879
Gm16861	-0.187937658	0.989587847	0.130561481	0.483564829
Hdac11	-0.062717312	6.413236939	0.13062968	0.483691163
Ifit3	0.231821832	1.147278208	0.130717743	0.483848626
Gm13483	-0.113256045	4.081833431	0.130770284	0.483848626
Exosc7	0.065800677	4.902588246	0.130777126	0.483848626
Samm50	0.060984045	5.228122098	0.130808607	0.483848626
Pex14	0.078845488	5.467735238	0.1309086	0.483899035
Unc93b1	-0.12090352	3.13371447	0.130912502	0.483899035
Lurap1	-0.094868417	3.424677899	0.130956058	0.483899035
BC052040	-0.103023056	6.143767308	0.130958651	0.483899035
Rara	-0.10600243	3.413285835	0.131073326	0.484097671
Adck3	0.085028843	4.193898861	0.131080644	0.484097671
Dgkz	-0.08397285	7.614526053	0.1312713	0.484613738
Papd7	0.058585633	6.080376135	0.131289558	0.484613738
Hnrnph3	0.073730685	5.111347204	0.131331566	0.484613738
Ifitm2	-0.24257516	0.404316211	0.131384999	0.484613738
Tonsl	-0.162286169	1.286977244	0.131432208	0.484613738
Fam221a	0.233139229	0.534520431	0.131506409	0.484613738
Eif5	0.078706642	6.731433294	0.131506713	0.484613738
9330158H04Rik	0.323075466	1.543720589	0.131559016	0.484613738
Anxa4	0.151666532	1.889271293	0.131565101	0.484613738
Gdpgp1	-0.105178539	2.688851362	0.131569841	0.484613738
Dhrsx	-0.102626265	3.141039893	0.131596077	0.484613738
Ulk4	-0.113502097	5.916438662	0.131698502	0.484865087
Bop1	-0.080452897	4.587567662	0.131796203	0.485098917
Slc22a13b-ps	-0.160004139	2.313980481	0.131857144	0.48519736
Slc22a15	-0.088270894	4.364661032	0.131974045	0.485501614
Ctcf	0.057516478	6.355804171	0.13208237	0.485739258
Zfp438	0.097890692	5.010800854	0.132107111	0.485739258
Ddah2	-0.201611314	0.970134214	0.132142341	0.48574292
Ndufa5	0.075431402	4.466860482	0.132226587	0.485850435
Knop1	0.070680914	4.532350684	0.132240072	0.485850435
Lurap1l	0.102248622	5.165673727	0.132280821	0.485874338
Rps6ka4	-0.105011689	4.125384556	0.132413801	0.486236911
Gjc3	-0.069516978	5.541937207	0.13250935	0.48638273
Gabra2	-0.123616601	7.944538901	0.132530591	0.48638273
Xab2	0.068354972	4.540661674	0.132556348	0.48638273
Ndufaf2	0.089488804	5.380402919	0.132775158	0.487059648
Asnsd1	-0.081927861	3.848708615	0.132906047	0.48718995
Rpp40	-0.126928272	2.152542959	0.13293377	0.48718995
Atp1b3	0.061870255	7.135223588	0.132965062	0.48718995
Bbs2	0.072438664	4.614910839	0.132968098	0.48718995
Tm7sf2	-0.113989404	3.076808293	0.132982358	0.48718995
Poli	0.094984507	3.74264076	0.133055728	0.487291758
Fam160a1	-0.106678807	3.548359293	0.133078833	0.487291758
Bzw2	-0.069598078	6.249946057	0.133255449	0.487812582
Xrcc6bp1	-0.102298275	3.389753642	0.133305282	0.487869139
Pipox	0.224335115	0.575806984	0.133366921	0.48796886
A730020E08Rik	0.141982512	1.529106479	0.133466744	0.488208206
Rad54l2	0.063502257	5.84106195	0.133587363	0.488523478
Naa16	-0.07185111	6.004065837	0.133731243	0.488923629
Rfc1	0.067303683	5.462643636	0.133799408	0.489046831
Pou6f1	0.091720812	6.060439216	0.134011254	0.489695001
Manbal	0.062125723	4.907794421	0.134095523	0.489873571
Cp	-0.126521483	4.168486849	0.134129172	0.489873571
9330159M07Rik	-0.105755416	2.596487482	0.134198176	0.489937721
Exoc6b	-0.108485105	8.691471047	0.134215796	0.489937721
Pigb	0.092765755	4.118539554	0.134559195	0.491064924
Echdc1	-0.071218018	4.495911102	0.134617827	0.491152572
Ppm1h	0.098007518	7.796371519	0.134680091	0.49115451
Ddx11	-0.2113675	0.717320694	0.13468835	0.49115451
Ddx47	0.066656951	4.755612423	0.134752328	0.49115451
Arih2	0.060606407	5.890793162	0.134812397	0.49115451
Gsdmd	-0.232127334	0.693528346	0.134842919	0.49115451
Bahcc1	-0.075167361	4.690314568	0.134870935	0.49115451
Atxn7l1	0.100572446	7.125545189	0.134882951	0.49115451
Coro2b	0.071431753	7.051801342	0.13489528	0.49115451
Sec23a	-0.056597512	6.763163703	0.13497693	0.49132572
9330136K24Rik	0.170208536	2.205461588	0.135021177	0.491360728
Swi5	0.075862554	4.523219452	0.135227088	0.491965406
Atp8a1	-0.065057368	9.368955422	0.135256681	0.491965406
Morf4l1	0.057053873	6.465759673	0.13529647	0.491967768
Slc5a7	-0.189951364	1.941213145	0.135337456	0.491967768
Fmr1	-0.076585962	6.637744886	0.135361348	0.491967768
Abcc6	-0.179384137	1.474453099	0.135573574	0.492514891
Nphs1	-0.255445254	0.234520608	0.135602316	0.492514891
Ybx3	-0.069452357	5.836315728	0.135624218	0.492514891
Ccdc177	-0.097922945	3.593934205	0.135697382	0.492514891
Zfp809	-0.066040106	4.447916207	0.135711206	0.492514891
Arsg	0.074434617	4.895072311	0.135720151	0.492514891
Guf1	0.081953386	6.02061876	0.135791333	0.492647207
2010111I01Rik	0.083934972	8.32930566	0.135892018	0.492886463
Gltscr1	0.087755074	4.048694921	0.135950971	0.492974273
Aldh6a1	0.072269944	5.138702061	0.136073597	0.49317581
Wnt3	-0.218842066	1.669006006	0.13611062	0.49317581
Cpa6	0.515695365	4.888536179	0.136129495	0.49317581
H3f3a	-0.070368966	4.895525798	0.13616191	0.49317581
Pvt1	0.106320776	6.405430411	0.136180338	0.49317581
C130071C03Rik	0.072877779	5.873271253	0.136380997	0.493776467
9930111J21Rik1	-0.242604435	0.355556629	0.136491262	0.493950497
Ptp4a3	0.078906549	5.409283779	0.136498689	0.493950497
Pfdn6	0.145798241	2.280037037	0.136660409	0.494409624
Dlk2	-0.09539353	3.65008446	0.136736007	0.494471727
Mrpl27	-0.093256065	3.178140549	0.136747273	0.494471727
Il18	0.090093653	4.235278261	0.136860331	0.494522542
Gm14327	-0.207859983	1.327676426	0.13686328	0.494522542
Fancb	-0.119772402	2.659083884	0.136865883	0.494522542
Sfmbt1	0.070114497	6.483496832	0.136945856	0.494670744
Cdh10	-0.129183089	8.141754701	0.137040204	0.494670744
Meaf6	-0.066406893	5.195758039	0.137042693	0.494670744
Zfp788	-0.067736465	6.055382604	0.137046353	0.494670744
Zmynd8	0.087695162	7.556790089	0.137199083	0.495013356
Gm2a	-0.083389048	4.406651961	0.137221246	0.495013356
Atxn2l	0.070933143	5.476816087	0.137245933	0.495013356
Soat1	0.057536922	5.662660111	0.137325388	0.495174059
Plxnb1	-0.085743678	6.080471962	0.137392597	0.495187368
Clpx	0.062452804	5.629851158	0.137398877	0.495187368
Focad	0.124434243	8.007086556	0.137604428	0.495603912
Nle1	-0.098650361	3.196442318	0.137612074	0.495603912
Rgs9	0.079144556	6.842736637	0.137633982	0.495603912
Nras	-0.06234684	5.160845709	0.13765417	0.495603912
Spink10	-0.138200407	4.841147471	0.137773616	0.495772091
Gm527	-0.097012131	3.170302385	0.137787375	0.495772091
Dhx8	0.065515443	4.953193357	0.137812501	0.495772091
Psph	0.093412512	3.727939148	0.137874479	0.495772091
Emc1	0.076099574	6.276414307	0.137875585	0.495772091
Col12a1	-0.095294513	4.969059496	0.138050059	0.49609609
Chek1	-0.170143755	1.653181596	0.138052063	0.49609609
Donson	-0.073901228	4.333122183	0.13807058	0.49609609
Napepld	0.076527845	4.745810314	0.138180246	0.496154123
Clvs2	-0.11537791	6.5850872	0.138180578	0.496154123
Foxj1	-0.190370109	2.613001729	0.138200186	0.496154123
Sf3a1	0.061972687	5.445758947	0.13826095	0.496154123
Fam3c	0.058099188	5.871780164	0.138285297	0.496154123
Gna15	-0.155182222	1.774155055	0.138296537	0.496154123
Gm5087	-0.179577357	2.343509842	0.138585331	0.49705757
Sil1	0.098720844	5.618529426	0.138618423	0.49705757
Arhgap11a	-0.169408042	1.241145324	0.138721044	0.497203797
Pex12	0.143023426	2.137581784	0.138729285	0.497203797
Glce	0.090679914	5.503734201	0.138860888	0.497549783
Synj2bp-cox16	-0.224126296	1.130865083	0.138958522	0.497773912
Zfp867	0.14374438	3.28273237	0.139041086	0.497920957
Gm11190	0.248916765	0.457090351	0.139069755	0.497920957
Prune2	0.075549229	6.568433593	0.139232149	0.498376632
Thyn1	-0.102037288	3.594148172	0.139291349	0.498462788
Cd24a	-0.11203376	2.573369373	0.139476113	0.498840284
Lmbrd1	0.060076994	7.887981018	0.13950895	0.498840284
Siah1b	0.15125605	1.636645492	0.139531488	0.498840284
Lamtor3	0.063145751	5.190587037	0.139537465	0.498840284
Ttc32	-0.165365818	2.043201363	0.139603292	0.4989499
1700123M08Rik	0.11632448	4.105057442	0.139725752	0.49926182
Asb1	-0.080679301	5.02081769	0.139801445	0.499406523
Srrm2	0.060594535	8.235694034	0.139860887	0.499486734
Lpar4	-0.2192894	1.420090806	0.139898256	0.499486734
Slco2b1	-0.101073399	4.462682566	0.139929506	0.499486734
Klf2	-0.170954204	2.91146569	0.139966482	0.499493061
E230016M11Rik	-0.10132494	4.850679856	0.140080543	0.499661393
Emilin2	-0.187039412	2.003160788	0.140084081	0.499661393
Gpr37l1	-0.090668318	6.399672682	0.140145907	0.499756288
Wdr60	-0.075050513	5.129718388	0.140240465	0.49996783
Slc7a6os	0.077677329	4.421442919	0.140331933	0.500059829
Nalcn	-0.080169849	7.968229673	0.140336757	0.500059829
Ism1	-0.124791436	3.090027112	0.140501977	0.50040232
Abat	-0.068577523	7.127890919	0.140613171	0.50040232
Htr1f	-0.172150392	6.408534919	0.140626792	0.50040232
1700011I03Rik	0.219175251	1.522051899	0.140637549	0.50040232
Ece1	0.062239625	6.330351212	0.14064794	0.50040232
Thap3	0.118515855	3.141371724	0.140649697	0.50040232
Stau2	-0.103935143	7.790250239	0.140747303	0.50040232
Hes5	-0.165319075	2.907332223	0.140775347	0.50040232
Shroom4	-0.08819278	5.064204497	0.140794249	0.50040232
Ube2f	0.060003101	5.523445013	0.140818193	0.50040232
Fzd5	0.178981926	2.032356431	0.140820809	0.50040232
Mlh1	0.081949567	4.445014414	0.140959408	0.500664646
Bbox1	-0.162257302	2.219111363	0.140995645	0.500664646
Ubl7	0.062462857	4.768738794	0.141020531	0.500664646
Clcn2	-0.063543981	4.742857518	0.141135685	0.500664646
Pde6d	-0.064295459	5.028919702	0.141143617	0.500664646
Ifit2	0.12151704	2.611980165	0.141169938	0.500664646
E130112N10Rik	0.187065613	1.020220809	0.141228343	0.500664646
Zc3h3	0.082423508	5.451921339	0.141230422	0.500664646
Ppp1r32	-0.218893513	0.400844801	0.14123384	0.500664646
Enpep	0.172967429	2.194096736	0.141269816	0.500664646
Ap4m1	0.099976244	2.929704466	0.141282771	0.500664646
Cnp	-0.110990017	6.546804875	0.141423308	0.501037533
Adam32	0.180767696	2.245254488	0.141473156	0.501089021
Aprt	0.126748801	2.561434182	0.141525578	0.501149596
Dmc1	0.152096343	2.049379344	0.141602441	0.501296667
Crcp	0.079700598	4.493582306	0.1416653	0.501376081
Macrod2	-0.15949663	10.07577355	0.141695545	0.501376081
Fbxw17	-0.090139257	3.966923186	0.141805313	0.501630862
Scara5	-0.25891347	0.265093789	0.141838256	0.501630862
9930021J03Rik	-0.081479362	7.382210743	0.141899888	0.501723774
Cdc42ep4	-0.091925064	4.874673059	0.142027404	0.501932886
Egr3	0.202139287	6.183151071	0.142055764	0.501932886
Golga3	-0.052029259	5.5755375	0.142065154	0.501932886
March7	0.067417415	7.286186189	0.142254672	0.502477358
Efr3a	0.077812786	7.999398068	0.142301429	0.502517417
Zfat	0.100854089	6.27608882	0.142458641	0.502947416
Maged2	-0.105861337	3.653676928	0.142504827	0.502985321
Ulk3	-0.101292338	3.093912987	0.142553171	0.503030824
Xrcc4	-0.129726961	6.534104652	0.142616008	0.503031113
Ppcs	-0.164462453	1.595228583	0.142624157	0.503031113
Pde5a	0.092061875	4.466419112	0.142686872	0.503127245
Ppm1a	0.061343018	7.2799482	0.142798743	0.503396612
Kcnb1	0.069215745	8.153338292	0.142846058	0.503438331
Farp1	0.068600397	8.379743835	0.142975875	0.50354505
Cpxm1	-0.166249859	1.364500604	0.142978017	0.50354505
Zfp953	-0.159441736	1.860317611	0.142982804	0.50354505
2610307P16Rik	0.105391328	4.55569726	0.143035564	0.503605862
Eogt	-0.074766859	4.793452422	0.143201865	0.504066301
Rnf126	-0.079383337	4.412681914	0.143255435	0.504129802
Siae	-0.088974991	4.366445416	0.143312389	0.504181797
Pomgnt1	-0.07506831	4.710833873	0.143396481	0.504181797
Prdx5	-0.10969193	4.229927123	0.143418493	0.504181797
Abca17	-0.193273593	1.149470934	0.143478705	0.504181797
Ctnnd2	-0.111983328	10.15687732	0.143485951	0.504181797
Dok5	0.109001734	5.55675009	0.143516463	0.504181797
Carkd	0.066710256	4.518207511	0.143562111	0.504181797
C130036L24Rik	0.122516812	2.790165188	0.143622126	0.504181797
Srrt	0.081540005	5.023532892	0.143635564	0.504181797
Nmd3	0.063963101	5.628016219	0.14365488	0.504181797
Syt14	-0.116711799	7.576541088	0.143661076	0.504181797
Dad1	0.057189716	4.851862803	0.143785206	0.504492653
Galm	-0.183005879	0.999981721	0.143850898	0.504598365
Epb41l4a	0.099898822	4.096686782	0.143906105	0.504667256
Sh3rf3	-0.116226452	7.562340371	0.143965235	0.504713427
Phyhd1	0.083610391	5.004011731	0.143990412	0.504713427
Kcnq3	-0.143848178	9.046909849	0.144093525	0.504926239
Fv1	-0.137264864	1.672547443	0.144122297	0.504926239
A830052D11Rik	0.149047241	2.03017989	0.144238186	0.50520751
Uba3	0.060816346	5.790274832	0.144309113	0.505250344
Afg3l1	0.064811206	4.676457034	0.144321633	0.505250344
Ap3s1	-0.07804557	6.87940685	0.144566279	0.505981976
Fam160a2	-0.061053673	6.663689693	0.144732222	0.506437856
Nln	-0.073172628	5.757755129	0.144908903	0.50693107
Ndst1	-0.065116424	6.27060055	0.144991214	0.507093994
Matn2	-0.105821249	5.403668001	0.145116162	0.507343564
Tmem242	0.065463235	4.569599981	0.145134085	0.507343564
Fbxw2	0.056235422	5.80110966	0.145249968	0.507490942
Cyb561	-0.089786213	4.94434895	0.145273168	0.507490942
Pllp	-0.115219931	4.82442714	0.145353451	0.507490942
Osgepl1	0.078539929	4.900110384	0.1453794	0.507490942
Zfp9	-0.074806388	4.213927337	0.14539151	0.507490942
Nup54	0.062190408	4.798792747	0.145477505	0.507490942
2700062C07Rik	0.094439692	3.22666102	0.145483301	0.507490942
Stk38l	0.06867017	5.936514206	0.145499653	0.507490942
Inhbb	-0.121827164	2.104424868	0.145552426	0.507490942
Ccdc60	0.187245345	1.568189192	0.145568275	0.507490942
Cish	-0.181333759	1.705294898	0.145569676	0.507490942
Ecel1	-0.220602629	2.397167018	0.14565608	0.507627336
Nbn	0.072553013	4.611738146	0.145680352	0.507627336
Arel1	-0.062978876	6.954610755	0.145876896	0.5081874
Pbx1	0.125984821	8.870866924	0.146175621	0.509103065
Map9	-0.059223905	6.480443779	0.146358761	0.509615819
Lsm1	-0.065110806	4.741486323	0.146452969	0.50981874
Ctdp1	0.059354262	5.887408698	0.14657097	0.510104363
Smim11	0.083790363	3.339586497	0.146673374	0.510335582
D030028A08Rik	-0.121068027	2.159212458	0.146764608	0.510527831
Bcl2l15	0.185008679	1.389672594	0.146853238	0.510710929
Cep290	-0.10358208	5.659829424	0.146922647	0.510756942
Syt6	0.159560028	6.066073611	0.146961451	0.510756942
Rapgef1	0.061141072	7.256070187	0.146991625	0.510756942
C030016D13Rik	-0.223685	0.690025962	0.147014109	0.510756942
Polr2b	0.056724187	5.694562389	0.147046452	0.510756942
Tmem129	-0.086919722	4.160767069	0.147089103	0.510780051
Ccp110	-0.069139552	6.330283128	0.147264532	0.511264116
Fra10ac1	0.092960566	4.840370294	0.147395942	0.511508895
Gas1	0.138130538	2.50866259	0.147433124	0.511508895
Neil1	0.11386436	2.532630558	0.147443187	0.511508895
Cyb561d2	-0.13763956	2.257934799	0.147595995	0.51185451
Mdga2	-0.152609142	10.30692482	0.147619059	0.51185451
Rfx7	-0.082108893	7.778460137	0.147651033	0.51185451
Celf6	-0.088225254	4.281249468	0.147755105	0.512090177
Shank2	-0.09129685	7.768452566	0.147842823	0.512269063
Syt4	0.086872381	7.143949969	0.147937045	0.512470393
Hk2	-0.137577449	2.41549895	0.14851443	0.514344947
Kcnc1	0.067923521	7.151944307	0.148573319	0.514423336
Uvssa	0.094472919	4.507487071	0.148656788	0.514586768
Mpst	-0.146457153	2.660904671	0.148737086	0.51473915
Acads	-0.137827508	1.782122607	0.148949968	0.515332468
Drd5	-0.179501794	1.107542222	0.148981167	0.515332468
2010107E04Rik	0.079346703	4.44996496	0.149053435	0.515456785
Gm14326	-0.133359826	4.481441239	0.149128521	0.515590786
Ssh2	-0.084446965	8.035921116	0.149207624	0.515738607
Trhde	0.107993263	7.675486351	0.149336959	0.516022851
Wbp11	0.05984617	5.105893388	0.149362594	0.516022851
Fam208b	-0.075538493	7.058916714	0.149636823	0.516799712
Ccdc34	-0.085592707	4.332571893	0.149660301	0.516799712
S100pbp	0.06521645	5.790341902	0.149878408	0.517426941
Stard8	0.073003324	5.097923588	0.149932477	0.517487695
6330415G19Rik	-0.133340021	2.317967186	0.149998015	0.517578271
